,index,fonction,cat,grade,Echelon,durée,Indice Brut,Indice majoré,salaire brut,indice majoré calculé
3935,5661,Géomètre de l'Institut national de l'information géographique et forestière-IGN,B,2,13,inf,638,534,2502.34,534.0
3936,5662,Vice président de l'autorité environnementale des ressources naturelles -CPRN-AE (Emploi fonctionnel),A,1,1,inf,HEF,-,6457.34,1378.0
3937,5664,Président de section de la commission permanente des ressources naturelles-CPRN,A,1,1,inf,HEE,-,5993.43,1279.0
3938,5665,Président de section de la commission permanente des ressources naturelles-CPRN,A,1,2,inf,HEE2,-,6227.73,1329.0
3939,5666,Président de l'autorité environnementale des ressources naturelles -CPRN-AE (Emploi fonctionnel),A,1,1,inf,HEE,-,5993.43,1279.0
3940,5667,Président de l'autorité environnementale des ressources naturelles -CPRN-AE (Emploi fonctionnel),A,1,2,inf,HEE2,-,6227.73,1329.0
3941,5668,Président de l'Autorité de contrôle des nuisances aéroportuaires,A,1,1,inf,HED3,-,5993.43,1279.0
3942,5669,Président de la commission permanente des ressources naturelles-CPRN,A,1,1,inf,HEE,-,5993.43,1279.0
3943,5670,Président de la commission permanente des ressources naturelles-CPRN,A,1,2,inf,HEE2,-,6227.73,1329.0
3944,5672,Ingénieur des travaux publics de l'État (ITPE),A,1,1,inf,850,695,3256.79,695.0
3945,5673,Ingénieur des travaux publics de l'État (ITPE),A,1,2,inf,896,730,3420.8,730.0
3946,5674,Ingénieur des travaux publics de l'État (ITPE),A,1,3,inf,946,768,3598.87,768.0
3947,5675,Ingénieur des travaux publics de l'État (ITPE),A,1,4,inf,995,806,3776.94,806.0
3948,5676,Ingénieur des travaux publics de l'État (ITPE),A,1,5,inf,1027,830,3889.4,830.0
3949,5677,Ingénieur des travaux publics de l'État (ITPE),A,1,6,inf,HEA,-,4170.56,890.0
3950,5678,Ingénieur des travaux publics de l'État (ITPE),A,1,7,inf,HEA2,-,4334.57,925.0
3951,5679,Ingénieur des travaux publics de l'État (ITPE),A,1,8,inf,HEA3,-,4554.82,972.0
3952,5680,Ingénieur des travaux publics de l'État (ITPE),A,2,1,inf,619,519,2432.05,519.0
3953,5681,Ingénieur des travaux publics de l'État (ITPE),A,2,2,inf,665,555,2600.74,555.0
3954,5682,Ingénieur des travaux publics de l'État (ITPE),A,2,3,inf,721,597,2797.56,597.0
3955,5683,Ingénieur des travaux publics de l'État (ITPE),A,2,4,inf,791,650,3045.92,650.0
3956,5684,Ingénieur des travaux publics de l'État (ITPE),A,2,5,inf,837,685,3209.93,685.0
3957,5685,Ingénieur des travaux publics de l'État (ITPE),A,2,6,inf,896,730,3420.8,730.0
3958,5686,Ingénieur des travaux publics de l'État (ITPE),A,2,7,inf,946,768,3598.87,768.0
3959,5687,Ingénieur des travaux publics de l'État (ITPE),A,2,8,inf,995,806,3776.94,806.0
3960,5689,Ingénieur des travaux publics de l'État (ITPE),A,3,1,inf,444,390,1827.55,390.0
3961,5690,Ingénieur des travaux publics de l'État (ITPE),A,3,2,inf,484,419,1963.44,419.0
3962,5691,Ingénieur des travaux publics de l'État (ITPE),A,3,3,inf,518,445,2085.28,445.0
3963,5692,Ingénieur des travaux publics de l'État (ITPE),A,3,4,inf,565,478,2239.92,478.0
3964,5693,Ingénieur des travaux publics de l'État (ITPE),A,3,5,inf,611,513,2403.93,513.0
3965,5694,Ingénieur des travaux publics de l'État (ITPE),A,3,6,inf,646,540,2530.45,540.0
3966,5695,Ingénieur des travaux publics de l'État (ITPE),A,3,7,inf,697,578,2708.52,578.0
3967,5696,Ingénieur des travaux publics de l'État (ITPE),A,3,8,inf,739,610,2858.48,610.0
3968,5697,Ingénieur des travaux publics de l'État (ITPE),A,3,9,inf,774,637,2985.0,637.0
3969,5698,Ingénieur des travaux publics de l'État (ITPE),A,3,10,inf,821,673,3153.69,673.0
3970,5699,Ingénieur des travaux publics de l'État (ITPE),A,4,1,inf,340,321,1504.21,321.0
3971,5700,Ingénieur des travaux publics de l'État (ITPE),A,4,2,inf,359,335,1569.82,335.0
3972,5701,Ingénieur des Travaux météorologie,A,1,1,inf,850,695,3256.79,695.0
3973,5702,Ingénieur des Travaux météorologie,A,1,2,inf,896,730,3420.8,730.0
3974,5703,Ingénieur des Travaux météorologie,A,1,3,inf,946,768,3598.87,768.0
3975,5704,Ingénieur des Travaux météorologie,A,1,4,inf,995,806,3776.94,806.0
3976,5705,Ingénieur des Travaux météorologie,A,1,5,inf,1027,830,3889.4,830.0
3977,5706,Ingénieur des Travaux météorologie,A,1,6,inf,HEA,-,4170.56,890.0
3978,5707,Ingénieur des Travaux météorologie,A,1,7,inf,HEA2,-,4334.57,925.0
3979,5708,Ingénieur des Travaux météorologie,A,1,8,inf,HEA3,-,4554.82,972.0
3980,5709,Ingénieur des Travaux météorologie,A,2,1,inf,619,519,2432.05,519.0
3981,5710,Ingénieur des Travaux météorologie,A,2,2,inf,665,555,2600.74,555.0
3982,5711,Ingénieur des Travaux météorologie,A,2,3,inf,721,597,2797.56,597.0
3983,5712,Ingénieur des Travaux météorologie,A,2,4,inf,791,650,3045.92,650.0
3984,5713,Ingénieur des Travaux météorologie,A,2,5,inf,837,685,3209.93,685.0
3985,5714,Ingénieur des Travaux météorologie,A,2,6,inf,896,730,3420.8,730.0
3986,5715,Ingénieur des Travaux météorologie,A,2,7,inf,946,768,3598.87,768.0
3987,5716,Ingénieur des Travaux météorologie,A,2,8,inf,995,806,3776.94,806.0
3988,5718,Ingénieur des Travaux météorologie,A,3,1,inf,444,390,1827.55,390.0
3989,5719,Ingénieur des Travaux météorologie,A,3,2,inf,484,419,1963.44,419.0
3990,5720,Ingénieur des Travaux météorologie,A,3,3,inf,518,445,2085.28,445.0
3991,5721,Ingénieur des Travaux météorologie,A,3,4,inf,565,478,2239.92,478.0
3992,5722,Ingénieur des Travaux météorologie,A,3,5,inf,611,513,2403.93,513.0
3993,5723,Ingénieur des Travaux météorologie,A,3,6,inf,646,540,2530.45,540.0
3994,5724,Ingénieur des Travaux météorologie,A,3,7,inf,697,578,2708.52,578.0
3995,5725,Ingénieur des Travaux météorologie,A,3,8,inf,739,610,2858.48,610.0
3996,5726,Ingénieur des Travaux météorologie,A,3,9,inf,774,637,2985.0,637.0
3997,5727,Ingénieur des Travaux météorologie,A,3,10,inf,821,673,3153.69,673.0
3998,5728,Ingénieur des Travaux météorologie,A,4,1,inf,340,321,1504.21,321.0
3999,5729,Ingénieur des Travaux météorologie,A,4,2,inf,359,335,1569.82,335.0
4000,5730,Ingénieur des travaux géographiques et cartographiques de l'État (ITGCE),A,1,1,inf,850,695,3256.79,695.0
4001,5731,Ingénieur des travaux géographiques et cartographiques de l'État (ITGCE),A,1,2,inf,896,730,3420.8,730.0
4002,5732,Ingénieur des travaux géographiques et cartographiques de l'État (ITGCE),A,1,3,inf,946,768,3598.87,768.0
4003,5733,Ingénieur des travaux géographiques et cartographiques de l'État (ITGCE),A,1,4,inf,995,806,3776.94,806.0
4004,5734,Ingénieur des travaux géographiques et cartographiques de l'État (ITGCE),A,1,5,inf,1027,830,3889.4,830.0
4005,5735,Ingénieur des travaux géographiques et cartographiques de l'État (ITGCE),A,1,6,inf,HEA,-,4170.56,890.0
4006,5736,Ingénieur des travaux géographiques et cartographiques de l'État (ITGCE),A,1,7,inf,HEA2,-,4334.57,925.0
4007,5737,Ingénieur des travaux géographiques et cartographiques de l'État (ITGCE),A,1,8,inf,HEA3,-,4554.82,972.0
4008,5738,Ingénieur des travaux géographiques et cartographiques de l'État (ITGCE),A,2,1,inf,619,519,2432.05,519.0
4009,5739,Ingénieur des travaux géographiques et cartographiques de l'État (ITGCE),A,2,2,inf,665,555,2600.74,555.0
4010,5740,Ingénieur des travaux géographiques et cartographiques de l'État (ITGCE),A,2,3,inf,721,597,2797.56,597.0
4011,5741,Ingénieur des travaux géographiques et cartographiques de l'État (ITGCE),A,2,4,inf,791,650,3045.92,650.0
4012,5742,Ingénieur des travaux géographiques et cartographiques de l'État (ITGCE),A,2,5,inf,837,685,3209.93,685.0
4013,5743,Ingénieur des travaux géographiques et cartographiques de l'État (ITGCE),A,2,6,inf,896,730,3420.8,730.0
4014,5744,Ingénieur des travaux géographiques et cartographiques de l'État (ITGCE),A,2,7,inf,946,768,3598.87,768.0
4015,5745,Ingénieur des travaux géographiques et cartographiques de l'État (ITGCE),A,2,8,inf,995,806,3776.94,806.0
4016,5747,Ingénieur des travaux géographiques et cartographiques de l'État (ITGCE),A,3,1,inf,444,390,1827.55,390.0
4017,5748,Ingénieur des travaux géographiques et cartographiques de l'État (ITGCE),A,3,2,inf,484,419,1963.44,419.0
4018,5749,Ingénieur des travaux géographiques et cartographiques de l'État (ITGCE),A,3,3,inf,518,445,2085.28,445.0
4019,5750,Ingénieur des travaux géographiques et cartographiques de l'État (ITGCE),A,3,4,inf,565,478,2239.92,478.0
4020,5751,Ingénieur des travaux géographiques et cartographiques de l'État (ITGCE),A,3,5,inf,611,513,2403.93,513.0
4021,5752,Ingénieur des travaux géographiques et cartographiques de l'État (ITGCE),A,3,6,inf,646,540,2530.45,540.0
4022,5753,Ingénieur des travaux géographiques et cartographiques de l'État (ITGCE),A,3,7,inf,697,578,2708.52,578.0
4023,5754,Ingénieur des travaux géographiques et cartographiques de l'État (ITGCE),A,3,8,inf,739,610,2858.48,610.0
4024,5755,Ingénieur des travaux géographiques et cartographiques de l'État (ITGCE),A,3,9,inf,774,637,2985.0,637.0
4025,5756,Ingénieur des travaux géographiques et cartographiques de l'État (ITGCE),A,3,10,inf,821,673,3153.69,673.0
4026,5757,Ingénieur des travaux géographiques et cartographiques de l'État (ITGCE),A,4,1,inf,340,321,1504.21,321.0
4027,5758,Ingénieur des travaux géographiques et cartographiques de l'État (ITGCE),A,4,2,inf,359,335,1569.82,335.0
4028,5759,"Ingénieur des ponts, des eaux et des forêts-ipef",A,1,1,inf,HEE,-,5993.43,1279.0
4029,5760,"Ingénieur des ponts, des eaux et des forêts-ipef",A,1,2,inf,HEE2,-,6227.73,1329.0
4030,5761,"Ingénieur des ponts, des eaux et des forêts-ipef",A,2,1,inf,HEB,-,4554.82,972.0
4031,5762,"Ingénieur des ponts, des eaux et des forêts-ipef",A,2,2,inf,HEB2,-,4746.94,1013.0
4032,5763,"Ingénieur des ponts, des eaux et des forêts-ipef",A,2,3,inf,HEB3,-,4999.99,1067.0
4033,5764,"Ingénieur des ponts, des eaux et des forêts-ipef",A,2,4,inf,HEC,-,5267.09,1124.0
4034,5765,"Ingénieur des ponts, des eaux et des forêts-ipef",A,2,5,inf,HEC2,-,5379.56,1148.0
4035,5766,"Ingénieur des ponts, des eaux et des forêts-ipef",A,2,6,inf,HEC3,-,5496.71,1173.0
4036,5767,"Ingénieur des ponts, des eaux et des forêts-ipef",A,2,7,inf,HED,-,5496.71,1173.0
4037,5768,"Ingénieur des ponts, des eaux et des forêts-ipef",A,2,8,inf,HED2,-,5745.07,1226.0
4038,5769,"Ingénieur des ponts, des eaux et des forêts-ipef",A,2,9,inf,HED3,-,5993.43,1279.0
4039,5770,"Ingénieur des ponts, des eaux et des forêts-ipef",A,3,1,inf,762,628,2942.82,628.0
4040,5771,"Ingénieur des ponts, des eaux et des forêts-ipef",A,3,2,inf,842,689,3228.67,689.0
4041,5772,"Ingénieur des ponts, des eaux et des forêts-ipef",A,3,3,inf,912,743,3481.72,743.0
4042,5773,"Ingénieur des ponts, des eaux et des forêts-ipef",A,3,4,inf,977,792,3711.33,792.0
4043,5774,"Ingénieur des ponts, des eaux et des forêts-ipef",A,3,5,inf,1027,830,3889.4,830.0
4044,5775,"Ingénieur des ponts, des eaux et des forêts-ipef",A,3,6,inf,HEA,-,4170.56,890.0
4045,5776,"Ingénieur des ponts, des eaux et des forêts-ipef",A,3,7,inf,HEA2,-,4334.57,925.0
4046,5777,"Ingénieur des ponts, des eaux et des forêts-ipef",A,3,8,inf,HEA3,-,4554.82,972.0
4047,5778,"Ingénieur des ponts, des eaux et des forêts-ipef",A,3,9,inf,HEB,-,4554.82,972.0
4048,5779,"Ingénieur des ponts, des eaux et des forêts-ipef",A,3,10,inf,HEB2,-,4746.94,1013.0
4049,5780,"Ingénieur des ponts, des eaux et des forêts-ipef",A,3,11,inf,HEB3,-,4999.99,1067.0
4050,5781,"Ingénieur des ponts, des eaux et des forêts-ipef",A,4,1,inf,441,388,1818.18,388.0
4051,5782,"Ingénieur des ponts, des eaux et des forêts-ipef",A,4,2,inf,525,450,2108.71,450.0
4052,5783,"Ingénieur des ponts, des eaux et des forêts-ipef",A,4,3,inf,574,485,2272.72,485.0
4053,5784,"Ingénieur des ponts, des eaux et des forêts-ipef",A,4,4,inf,623,523,2450.79,523.0
4054,5785,"Ingénieur des ponts, des eaux et des forêts-ipef",A,4,5,inf,665,555,2600.74,555.0
4055,5786,"Ingénieur des ponts, des eaux et des forêts-ipef",A,4,6,inf,713,591,2769.44,591.0
4056,5787,"Ingénieur des ponts, des eaux et des forêts-ipef",A,4,7,inf,782,644,3017.8,644.0
4057,5788,"Ingénieur des ponts, des eaux et des forêts-ipef",A,4,8,inf,862,705,3303.65,705.0
4058,5789,"Ingénieur des ponts, des eaux et des forêts-ipef",A,4,9,inf,912,743,3481.72,743.0
4059,5790,"Ingénieur des ponts, des eaux et des forêts-ipef",A,4,10,inf,977,792,3711.33,792.0
4060,5791,"Ingénieur des ponts, des eaux et des forêts-ipef",A,5,1,inf,395,359,1682.28,359.0
4061,5792,Ingénieur de l'agriculture et de l'environnement (IAE),A,1,1,inf,850,695,3256.79,695.0
4062,5793,Ingénieur de l'agriculture et de l'environnement (IAE),A,1,2,inf,896,730,3420.8,730.0
4063,5794,Ingénieur de l'agriculture et de l'environnement (IAE),A,1,3,inf,946,768,3598.87,768.0
4064,5795,Ingénieur de l'agriculture et de l'environnement (IAE),A,1,4,inf,995,806,3776.94,806.0
4065,5796,Ingénieur de l'agriculture et de l'environnement (IAE),A,1,5,inf,1027,830,3889.4,830.0
4066,5797,Ingénieur de l'agriculture et de l'environnement (IAE),A,1,6,inf,HEA,-,4170.56,890.0
4067,5798,Ingénieur de l'agriculture et de l'environnement (IAE),A,1,7,inf,HEA2,-,4334.57,925.0
4068,5799,Ingénieur de l'agriculture et de l'environnement (IAE),A,1,8,inf,HEA3,-,4554.82,972.0
4069,5800,Ingénieur de l'agriculture et de l'environnement (IAE),A,2,1,inf,619,519,2432.05,519.0
4070,5801,Ingénieur de l'agriculture et de l'environnement (IAE),A,2,2,inf,665,555,2600.74,555.0
4071,5802,Ingénieur de l'agriculture et de l'environnement (IAE),A,2,3,inf,721,597,2797.56,597.0
4072,5803,Ingénieur de l'agriculture et de l'environnement (IAE),A,2,4,inf,791,650,3045.92,650.0
4073,5804,Ingénieur de l'agriculture et de l'environnement (IAE),A,2,5,inf,837,685,3209.93,685.0
4074,5805,Ingénieur de l'agriculture et de l'environnement (IAE),A,2,6,inf,896,730,3420.8,730.0
4075,5806,Ingénieur de l'agriculture et de l'environnement (IAE),A,2,7,inf,946,768,3598.87,768.0
4076,5807,Ingénieur de l'agriculture et de l'environnement (IAE),A,2,8,inf,995,806,3776.94,806.0
4077,5809,Ingénieur de l'agriculture et de l'environnement (IAE),A,3,1,inf,444,390,1827.55,390.0
4078,5810,Ingénieur de l'agriculture et de l'environnement (IAE),A,3,2,inf,484,419,1963.44,419.0
4079,5811,Ingénieur de l'agriculture et de l'environnement (IAE),A,3,3,inf,518,445,2085.28,445.0
4080,5812,Ingénieur de l'agriculture et de l'environnement (IAE),A,3,4,inf,565,478,2239.92,478.0
4081,5813,Ingénieur de l'agriculture et de l'environnement (IAE),A,3,5,inf,611,513,2403.93,513.0
4082,5814,Ingénieur de l'agriculture et de l'environnement (IAE),A,3,6,inf,646,540,2530.45,540.0
4083,5815,Ingénieur de l'agriculture et de l'environnement (IAE),A,3,7,inf,697,578,2708.52,578.0
4084,5816,Ingénieur de l'agriculture et de l'environnement (IAE),A,3,8,inf,739,610,2858.48,610.0
4085,5817,Ingénieur de l'agriculture et de l'environnement (IAE),A,3,9,inf,774,637,2985.0,637.0
4086,5818,Ingénieur de l'agriculture et de l'environnement (IAE),A,3,10,inf,821,673,3153.69,673.0
4087,5819,Ingénieur de l'agriculture et de l'environnement (IAE),A,4,1,inf,340,321,1504.21,321.0
4088,5820,Ingénieur de l'agriculture et de l'environnement (IAE),A,4,2,inf,359,335,1569.82,335.0
4089,5821,Directeur régional de l'environnement -DIREN,A,1,1,inf,966,783,3669.16,783.0
4090,5822,Directeur régional de l'environnement -DIREN,A,1,2,inf,1015,821,3847.23,821.0
4091,5823,Directeur régional de l'environnement -DIREN,A,1,3,inf,HEA,-,4170.56,890.0
4092,5824,Directeur régional de l'environnement -DIREN,A,1,4,inf,HEA2,-,4334.57,925.0
4093,5825,Directeur régional de l'environnement -DIREN,A,1,5,inf,HEA3,-,4554.82,972.0
4094,5826,Directeur régional de l'environnement -DIREN,A,1,6,inf,HEB,-,4554.82,972.0
4095,5827,Directeur régional de l'environnement -DIREN,A,1,7,inf,HEB2,-,4746.94,1013.0
4096,5828,Directeur régional de l'environnement -DIREN,A,1,8,inf,HEB3,-,4999.99,1067.0
4097,5829,Directeur de recherche du développement durable-DR,A,1,1,inf,HED,-,5496.71,1173.0
4098,5830,Directeur de recherche du développement durable-DR,A,1,2,inf,HED2,-,5745.07,1226.0
4099,5831,Directeur de recherche du développement durable-DR,A,1,3,inf,HED3,-,5993.43,1279.0
4100,5832,Directeur de recherche du développement durable-DR,A,1,4,inf,HEE,-,5993.43,1279.0
4101,5833,Directeur de recherche du développement durable-DR,A,1,5,inf,HEE2,-,6227.73,1329.0
4102,5834,Directeur de recherche du développement durable-DR,A,2,1,inf,1027,830,3889.4,830.0
4103,5835,Directeur de recherche du développement durable-DR,A,2,2,inf,HEB,-,4554.82,972.0
4104,5836,Directeur de recherche du développement durable-DR,A,2,3,inf,HEB2,-,4746.94,1013.0
4105,5837,Directeur de recherche du développement durable-DR,A,2,4,inf,HEB3,-,4999.99,1067.0
4106,5838,Directeur de recherche du développement durable-DR,A,2,5,inf,HEC,-,5267.09,1124.0
4107,5839,Directeur de recherche du développement durable-DR,A,2,6,inf,HEC2,-,5379.56,1148.0
4108,5840,Directeur de recherche du développement durable-DR,A,2,7,inf,HEC3,-,5496.71,1173.0
4109,5841,Directeur de recherche du développement durable-DR,A,3,1,inf,814,667,3125.58,667.0
4110,5842,Directeur de recherche du développement durable-DR,A,3,2,inf,863,705,3303.65,705.0
4111,5843,Directeur de recherche du développement durable-DR,A,3,3,inf,913,743,3481.72,743.0
4112,5844,Directeur de recherche du développement durable-DR,A,3,4,inf,969,785,3678.53,785.0
4113,5845,Directeur de recherche du développement durable-DR,A,3,5,inf,1027,830,3889.4,830.0
4114,5846,Directeur de recherche du développement durable-DR,A,3,6,inf,HEA,-,4170.56,890.0
4115,5847,Directeur de recherche du développement durable-DR,A,3,7,inf,HEA2,-,4334.57,925.0
4116,5848,Directeur de recherche du développement durable-DR,A,3,8,inf,HEA3,-,4554.82,972.0
4117,5849,Directeur de recherche du développement durable-DR,A,3,9,inf,HEB,-,4554.82,972.0
4118,5850,Directeur de recherche du développement durable-DR,A,3,10,inf,HEB2,-,4746.94,1013.0
4119,5851,Directeur de recherche du développement durable-DR,A,3,11,inf,HEB3,-,4999.99,1067.0
4120,5852,"Conseiller d'administration de l'écologie, du développement et de l'aménagement durables (Emploi fonctionnel)",A,1,1,inf,661,552,2586.69,552.0
4121,5853,"Conseiller d'administration de l'écologie, du développement et de l'aménagement durables (Emploi fonctionnel)",A,1,2,inf,711,590,2764.75,590.0
4122,5854,"Conseiller d'administration de l'écologie, du développement et de l'aménagement durables (Emploi fonctionnel)",A,1,3,inf,762,628,2942.82,628.0
4123,5855,"Conseiller d'administration de l'écologie, du développement et de l'aménagement durables (Emploi fonctionnel)",A,1,4,inf,812,666,3120.89,666.0
4124,5856,"Conseiller d'administration de l'écologie, du développement et de l'aménagement durables (Emploi fonctionnel)",A,1,5,inf,861,704,3298.96,704.0
4125,5857,"Conseiller d'administration de l'écologie, du développement et de l'aménagement durables (Emploi fonctionnel)",A,1,6,inf,912,743,3481.72,743.0
4126,5858,"Conseiller d'administration de l'écologie, du développement et de l'aménagement durables (Emploi fonctionnel)",A,1,7,inf,959,777,3641.04,777.0
4127,5859,"Conseiller d'administration de l'écologie, du développement et de l'aménagement durables (Emploi fonctionnel)",A,1,8,inf,996,807,3781.62,807.0
4128,5860,"Conseiller d'administration de l'écologie, du développement et de l'aménagement durables (Emploi fonctionnel)",A,1,9,inf,1027,830,3889.4,830.0
4129,5861,"Conseiller d'administration de l'écologie, du développement et de l'aménagement durables (Emploi fonctionnel)",A,1,10,inf,HEA,-,4170.56,890.0
4130,5862,"Conseiller d'administration de l'écologie, du développement et de l'aménagement durables (Emploi fonctionnel)",A,1,11,inf,HEA2,-,4334.57,925.0
4131,5863,"Conseiller d'administration de l'écologie, du développement et de l'aménagement durables (Emploi fonctionnel)",A,1,12,inf,HEA3,-,4554.82,972.0
4132,5929,Magasinier des bibliothèques,C,1,1,inf,388,355,1663.54,355.0
4133,5930,Magasinier des bibliothèques,C,1,2,inf,397,361,1691.66,361.0
4134,5931,Magasinier des bibliothèques,C,1,3,inf,412,368,1724.46,368.0
4135,5932,Magasinier des bibliothèques,C,1,4,inf,430,380,1780.69,380.0
4136,5933,Magasinier des bibliothèques,C,1,5,inf,448,393,1841.61,393.0
4137,5934,Magasinier des bibliothèques,C,1,6,inf,460,403,1888.47,403.0
4138,5935,Magasinier des bibliothèques,C,1,7,inf,478,415,1944.7,415.0
4139,5936,Magasinier des bibliothèques,C,1,8,inf,499,430,2014.99,430.0
4140,5937,Magasinier des bibliothèques,C,1,9,inf,525,450,2108.71,450.0
4141,5938,Magasinier des bibliothèques,C,1,10,inf,558,473,2216.49,473.0
4142,5939,Magasinier des bibliothèques,C,2,1,inf,368,341,1597.93,341.0
4143,5940,Magasinier des bibliothèques,C,2,2,inf,371,343,1607.31,343.0
4144,5941,Magasinier des bibliothèques,C,2,3,inf,376,346,1621.36,346.0
4145,5942,Magasinier des bibliothèques,C,2,4,inf,387,354,1658.85,354.0
4146,5943,Magasinier des bibliothèques,C,2,5,inf,396,360,1686.97,360.0
4147,5944,Magasinier des bibliothèques,C,2,6,inf,404,365,1710.4,365.0
4148,5945,Magasinier des bibliothèques,C,2,7,inf,416,370,1733.83,370.0
4149,5946,Magasinier des bibliothèques,C,2,8,inf,430,380,1780.69,380.0
4150,5947,Magasinier des bibliothèques,C,2,9,inf,446,392,1836.92,392.0
4151,5948,Magasinier des bibliothèques,C,2,10,inf,461,404,1893.15,404.0
4152,5949,Magasinier des bibliothèques,C,2,11,inf,473,412,1930.64,412.0
4153,5950,Magasinier des bibliothèques,C,2,12,inf,486,420,1968.13,420.0
4154,5951,Magasinier des bibliothèques,C,3,1,inf,367,340,1593.25,340.0
4155,5952,Magasinier des bibliothèques,C,3,2,inf,368,341,1597.93,341.0
4156,5953,Magasinier des bibliothèques,C,3,3,inf,370,342,1602.62,342.0
4157,5954,Magasinier des bibliothèques,C,3,4,inf,371,343,1607.31,343.0
4158,5955,Magasinier des bibliothèques,C,3,5,inf,374,345,1616.68,345.0
4159,5956,Magasinier des bibliothèques,C,3,6,inf,378,348,1630.74,348.0
4160,5957,Magasinier des bibliothèques,C,3,7,inf,381,351,1644.79,351.0
4161,5958,Magasinier des bibliothèques,C,3,8,inf,387,354,1658.85,354.0
4162,5959,Magasinier des bibliothèques,C,3,9,inf,401,363,1701.03,363.0
4163,5960,Magasinier des bibliothèques,C,3,10,inf,419,372,1743.2,372.0
4164,5961,Magasinier des bibliothèques,C,3,11,inf,432,382,1790.06,382.0
4165,5962,Assistant d’éducation,C,1,1,inf,347,325,1522.96,325.0
4166,5966,Adjoint technique territorial des établissements d'enseignement,C,1,1,inf,388,355,1663.54,355.0
4167,5967,Adjoint technique territorial des établissements d'enseignement,C,1,2,inf,397,361,1691.66,361.0
4168,5968,Adjoint technique territorial des établissements d'enseignement,C,1,3,inf,412,368,1724.46,368.0
4169,5969,Adjoint technique territorial des établissements d'enseignement,C,1,4,inf,430,380,1780.69,380.0
4170,5970,Adjoint technique territorial des établissements d'enseignement,C,1,5,inf,448,393,1841.61,393.0
4171,5971,Adjoint technique territorial des établissements d'enseignement,C,1,6,inf,460,403,1888.47,403.0
4172,5972,Adjoint technique territorial des établissements d'enseignement,C,1,7,inf,478,415,1944.7,415.0
4173,5973,Adjoint technique territorial des établissements d'enseignement,C,1,8,inf,499,430,2014.99,430.0
4174,5974,Adjoint technique territorial des établissements d'enseignement,C,1,9,inf,525,450,2108.71,450.0
4175,5975,Adjoint technique territorial des établissements d'enseignement,C,1,10,inf,558,473,2216.49,473.0
4176,5976,Adjoint technique territorial des établissements d'enseignement,C,2,1,inf,368,341,1597.93,341.0
4177,5977,Adjoint technique territorial des établissements d'enseignement,C,2,2,inf,371,343,1607.31,343.0
4178,5978,Adjoint technique territorial des établissements d'enseignement,C,2,3,inf,376,346,1621.36,346.0
4179,5979,Adjoint technique territorial des établissements d'enseignement,C,2,4,inf,387,354,1658.85,354.0
4180,5980,Adjoint technique territorial des établissements d'enseignement,C,2,5,inf,396,360,1686.97,360.0
4181,5981,Adjoint technique territorial des établissements d'enseignement,C,2,6,inf,404,365,1710.4,365.0
4182,5982,Adjoint technique territorial des établissements d'enseignement,C,2,7,inf,416,370,1733.83,370.0
4183,5983,Adjoint technique territorial des établissements d'enseignement,C,2,8,inf,430,380,1780.69,380.0
4184,5984,Adjoint technique territorial des établissements d'enseignement,C,2,9,inf,446,392,1836.92,392.0
4185,5985,Adjoint technique territorial des établissements d'enseignement,C,2,10,inf,461,404,1893.15,404.0
4186,5986,Adjoint technique territorial des établissements d'enseignement,C,2,11,inf,473,412,1930.64,412.0
4187,5987,Adjoint technique territorial des établissements d'enseignement,C,2,12,inf,486,420,1968.13,420.0
4188,5988,Adjoint technique territorial des établissements d'enseignement,C,3,1,inf,367,340,1593.25,340.0
4189,5989,Adjoint technique territorial des établissements d'enseignement,C,3,2,inf,368,341,1597.93,341.0
4190,5990,Adjoint technique territorial des établissements d'enseignement,C,3,3,inf,370,342,1602.62,342.0
4191,5991,Adjoint technique territorial des établissements d'enseignement,C,3,4,inf,371,343,1607.31,343.0
4192,5992,Adjoint technique territorial des établissements d'enseignement,C,3,5,inf,374,345,1616.68,345.0
4193,5993,Adjoint technique territorial des établissements d'enseignement,C,3,6,inf,378,348,1630.74,348.0
4194,5994,Adjoint technique territorial des établissements d'enseignement,C,3,7,inf,381,351,1644.79,351.0
4195,5995,Adjoint technique territorial des établissements d'enseignement,C,3,8,inf,387,354,1658.85,354.0
4196,5996,Adjoint technique territorial des établissements d'enseignement,C,3,9,inf,401,363,1701.03,363.0
4197,5997,Adjoint technique territorial des établissements d'enseignement,C,3,10,inf,419,372,1743.2,372.0
4198,5998,Adjoint technique territorial des établissements d'enseignement,C,3,11,inf,432,382,1790.06,382.0
4199,5999,Adjoint technique de recherche et de formation,C,1,1,inf,367,340,1593.25,340.0
4200,6000,Adjoint technique de recherche et de formation,C,1,2,inf,368,341,1597.93,341.0
4201,6001,Adjoint technique de recherche et de formation,C,1,3,inf,370,342,1602.62,342.0
4202,6002,Adjoint technique de recherche et de formation,C,1,4,inf,371,343,1607.31,343.0
4203,6003,Adjoint technique de recherche et de formation,C,1,5,inf,374,345,1616.68,345.0
4204,6004,Adjoint technique de recherche et de formation,C,1,6,inf,378,348,1630.74,348.0
4205,6005,Adjoint technique de recherche et de formation,C,1,7,inf,381,351,1644.79,351.0
4206,6006,Adjoint technique de recherche et de formation,C,1,8,inf,387,354,1658.85,354.0
4207,6007,Adjoint technique de recherche et de formation,C,1,9,inf,401,363,1701.03,363.0
