,index,fonction,cat,grade,Echelon,durée,Indice Brut,Indice majoré,salaire brut,indice majoré calculé
2328,3645,"Emploi de direction des centres de ressources, d'expertise et de performance sportives-CREPS-(Emploi fonctionnel)",A,4,6,inf,977,792,3711.33,792.0
2329,3646,"Emploi de direction des centres de ressources, d'expertise et de performance sportives-CREPS-(Emploi fonctionnel)",A,4,7,inf,1027,830,3889.4,830.0
2330,3688,Conseiller technique et pédagogique supérieur,A,1,1,inf,1027,830,3889.4,830.0
2331,3689,Conseiller technique et pédagogique supérieur,A,1,2,inf,HEA,-,4170.56,890.0
2332,3690,Conseiller technique et pédagogique supérieur,A,1,3,inf,HEA2,-,4334.57,925.0
2333,3691,Conseiller technique et pédagogique supérieur,A,1,4,inf,HEA3,-,4554.82,972.0
2334,3692,Conseiller technique et pédagogique supérieur,A,1,5,inf,HEB,-,4554.82,972.0
2335,3693,Conseiller technique et pédagogique supérieur,A,1,6,inf,HEB2,-,4746.94,1013.0
2336,3694,Conseiller technique et pédagogique supérieur,A,1,7,inf,HEB3,-,4999.99,1067.0
2337,3695,Conseiller technique et pédagogique supérieur,A,2,1,inf,931,757,3547.32,757.0
2338,3696,Conseiller technique et pédagogique supérieur,A,2,2,inf,988,800,3748.82,800.0
2339,3697,Conseiller technique et pédagogique supérieur,A,2,3,inf,1027,830,3889.4,830.0
2340,3698,Conseiller technique et pédagogique supérieur,A,2,4,inf,HEA,-,4170.56,890.0
2341,3699,Conseiller technique et pédagogique supérieur,A,2,5,inf,HEA2,-,4334.57,925.0
2342,3700,Conseiller technique et pédagogique supérieur,A,2,6,inf,HEA3,-,4554.82,972.0
2343,3701,Conseiller technique et pédagogique supérieur,A,3,1,inf,525,450,2108.71,450.0
2344,3702,Conseiller technique et pédagogique supérieur,A,3,2,inf,591,498,2333.64,498.0
2345,3703,Conseiller technique et pédagogique supérieur,A,3,3,inf,611,513,2403.93,513.0
2346,3704,Conseiller technique et pédagogique supérieur,A,3,4,inf,638,534,2502.34,534.0
2347,3705,Conseiller technique et pédagogique supérieur,A,3,5,inf,689,572,2680.41,572.0
2348,3706,Conseiller technique et pédagogique supérieur,A,3,6,inf,748,618,2895.96,618.0
2349,3707,Conseiller technique et pédagogique supérieur,A,3,7,inf,803,659,3088.09,659.0
2350,3708,Conseiller technique et pédagogique supérieur,A,3,8,inf,869,710,3327.08,710.0
2351,3709,Conseiller technique et pédagogique supérieur,A,3,9,inf,931,757,3547.32,757.0
2352,3710,Conseiller technique et pédagogique supérieur,A,3,10,inf,988,800,3748.82,800.0
2353,3711,Conseiller technique et pédagogique supérieur,A,3,11,inf,1027,830,3889.4,830.0
2354,3749,Conseiller d'éducation populaire et de jeunesse-CEPJ,A,1,1,inf,850,695,3256.79,695.0
2355,3750,Conseiller d'éducation populaire et de jeunesse-CEPJ,A,1,2,inf,903,735,3444.23,735.0
2356,3751,Conseiller d'éducation populaire et de jeunesse-CEPJ,A,1,3,inf,956,775,3631.67,775.0
2357,3752,Conseiller d'éducation populaire et de jeunesse-CEPJ,A,1,4,inf,1027,830,3889.4,830.0
2358,3753,Conseiller d'éducation populaire et de jeunesse-CEPJ,A,1,5,inf,HEA,-,4170.56,890.0
2359,3754,Conseiller d'éducation populaire et de jeunesse-CEPJ,A,1,6,inf,HEA2,-,4334.57,925.0
2360,3755,Conseiller d'éducation populaire et de jeunesse-CEPJ,A,1,7,inf,HEA3,-,4554.82,972.0
2361,3756,Conseiller d'éducation populaire et de jeunesse-CEPJ,A,2,1,inf,712,590,2764.75,590.0
2362,3757,Conseiller d'éducation populaire et de jeunesse-CEPJ,A,2,2,inf,757,624,2924.08,624.0
2363,3758,Conseiller d'éducation populaire et de jeunesse-CEPJ,A,2,3,inf,815,668,3130.26,668.0
2364,3759,Conseiller d'éducation populaire et de jeunesse-CEPJ,A,2,4,inf,876,715,3350.51,715.0
2365,3760,Conseiller d'éducation populaire et de jeunesse-CEPJ,A,2,5,inf,939,763,3575.44,763.0
2366,3761,Conseiller d'éducation populaire et de jeunesse-CEPJ,A,2,6,inf,995,806,3776.94,806.0
2367,3762,Conseiller d'éducation populaire et de jeunesse-CEPJ,A,2,7,inf,1015,821,3847.23,821.0
2368,3763,Conseiller d'éducation populaire et de jeunesse-CEPJ,A,3,1,inf,444,390,1827.55,390.0
2369,3764,Conseiller d'éducation populaire et de jeunesse-CEPJ,A,3,2,inf,513,441,2066.54,441.0
2370,3765,Conseiller d'éducation populaire et de jeunesse-CEPJ,A,3,3,inf,523,448,2099.34,448.0
2371,3766,Conseiller d'éducation populaire et de jeunesse-CEPJ,A,3,4,inf,542,461,2160.26,461.0
2372,3767,Conseiller d'éducation populaire et de jeunesse-CEPJ,A,3,5,inf,562,476,2230.55,476.0
2373,3768,Conseiller d'éducation populaire et de jeunesse-CEPJ,A,3,6,inf,582,492,2305.52,492.0
2374,3769,Conseiller d'éducation populaire et de jeunesse-CEPJ,A,3,7,inf,619,519,2432.05,519.0
2375,3770,Conseiller d'éducation populaire et de jeunesse-CEPJ,A,3,8,inf,668,557,2610.12,557.0
2376,3771,Conseiller d'éducation populaire et de jeunesse-CEPJ,A,3,9,inf,712,590,2764.75,590.0
2377,3772,Conseiller d'éducation populaire et de jeunesse-CEPJ,A,3,10,inf,763,629,2947.51,629.0
2378,3773,Conseiller d'éducation populaire et de jeunesse-CEPJ,A,3,11,inf,821,673,3153.69,673.0
2379,3849,Chef de mission d'administration centrale du ministère chargé de la jeunesse et des sports-Emploi fonctionnel,A,1,1,inf,771,635,2975.63,635.0
2380,3850,Chef de mission d'administration centrale du ministère chargé de la jeunesse et des sports-Emploi fonctionnel,A,1,2,inf,822,674,3158.38,674.0
2381,3851,Chef de mission d'administration centrale du ministère chargé de la jeunesse et des sports-Emploi fonctionnel,A,1,3,inf,876,715,3350.51,715.0
2382,3852,Chef de mission d'administration centrale du ministère chargé de la jeunesse et des sports-Emploi fonctionnel,A,1,4,inf,929,755,3537.95,755.0
2383,3853,Chef de mission d'administration centrale du ministère chargé de la jeunesse et des sports-Emploi fonctionnel,A,1,5,inf,977,792,3711.33,792.0
2384,3854,Chef de mission d'administration centrale du ministère chargé de la jeunesse et des sports-Emploi fonctionnel,A,1,6,inf,1027,830,3889.4,830.0
2385,3900,Chef de département de l’institut national du sport et de l’éducation physique (INSEP) Emploi fonctionnel,A,1,1,inf,682,567,2656.98,567.0
2386,3901,Chef de département de l’institut national du sport et de l’éducation physique (INSEP) Emploi fonctionnel,A,1,2,inf,750,619,2900.65,619.0
2387,3902,Chef de département de l’institut national du sport et de l’éducation physique (INSEP) Emploi fonctionnel,A,1,3,inf,801,658,3083.4,658.0
2388,3903,Chef de département de l’institut national du sport et de l’éducation physique (INSEP) Emploi fonctionnel,A,1,4,inf,852,696,3261.47,696.0
2389,3904,Chef de département de l’institut national du sport et de l’éducation physique (INSEP) Emploi fonctionnel,A,1,5,inf,901,734,3439.54,734.0
2390,3905,Chef de département de l’institut national du sport et de l’éducation physique (INSEP) Emploi fonctionnel,A,1,6,inf,966,783,3669.16,783.0
2391,3906,Chef de département de l’institut national du sport et de l’éducation physique (INSEP) Emploi fonctionnel,A,1,7,inf,1015,821,3847.23,821.0
2392,3907,Chef de département de l’institut national du sport et de l’éducation physique (INSEP) Emploi fonctionnel,A,1,8,inf,HEA,-,4170.56,890.0
2393,3908,Chef de département de l’institut national du sport et de l’éducation physique (INSEP) Emploi fonctionnel,A,1,9,inf,HEA2,-,4334.57,925.0
2394,3909,Chef de département de l’institut national du sport et de l’éducation physique (INSEP) Emploi fonctionnel,A,1,10,inf,HEA3,-,4554.82,972.0
2395,3981,Cadre supérieur technique et scientifique de l'institut national des sports se de l'éducation physique (INSEP)-Hors catégorie-emploi fonctionnel,A,1,1,inf,750,619,2900.65,619.0
2396,3982,Cadre supérieur technique et scientifique de l'institut national des sports se de l'éducation physique (INSEP)-Hors catégorie-emploi fonctionnel,A,1,2,inf,801,658,3083.4,658.0
2397,3983,Cadre supérieur technique et scientifique de l'institut national des sports se de l'éducation physique (INSEP)-Hors catégorie-emploi fonctionnel,A,1,3,inf,852,696,3261.47,696.0
2398,3984,Cadre supérieur technique et scientifique de l'institut national des sports se de l'éducation physique (INSEP)-Hors catégorie-emploi fonctionnel,A,1,4,inf,901,734,3439.54,734.0
2399,3985,Cadre supérieur technique et scientifique de l'institut national des sports se de l'éducation physique (INSEP)-Hors catégorie-emploi fonctionnel,A,1,5,inf,966,783,3669.16,783.0
2400,3986,Cadre supérieur technique et scientifique de l'institut national des sports se de l'éducation physique (INSEP)-Hors catégorie-emploi fonctionnel,A,1,6,inf,1015,821,3847.23,821.0
2401,3987,Cadre supérieur technique et scientifique de l'institut national des sports se de l'éducation physique (INSEP)-Hors catégorie-emploi fonctionnel,A,1,7,inf,HEA,-,4170.56,890.0
2402,3988,Cadre supérieur technique et scientifique de l'institut national des sports se de l'éducation physique (INSEP)-Hors catégorie-emploi fonctionnel,A,1,8,inf,HEA2,-,4334.57,925.0
2403,3989,Cadre supérieur technique et scientifique de l'institut national des sports se de l'éducation physique (INSEP)-Hors catégorie-emploi fonctionnel,A,1,9,inf,HEA3,-,4554.82,972.0
2404,4012,Cadre supérieur technique et scientifique de l'institut national des sports et de l'éducation physique de 1ère catégorie (INSEP) -Emploi fonctionnel,A,1,1,inf,587,495,2319.58,495.0
2405,4013,Cadre supérieur technique et scientifique de l'institut national des sports et de l'éducation physique de 1ère catégorie (INSEP) -Emploi fonctionnel,A,1,2,inf,672,560,2624.17,560.0
2406,4014,Cadre supérieur technique et scientifique de l'institut national des sports et de l'éducation physique de 1ère catégorie (INSEP) -Emploi fonctionnel,A,1,3,inf,726,601,2816.3,601.0
2407,4015,Cadre supérieur technique et scientifique de l'institut national des sports et de l'éducation physique de 1ère catégorie (INSEP) -Emploi fonctionnel,A,1,4,inf,780,642,3008.43,642.0
2408,4016,Cadre supérieur technique et scientifique de l'institut national des sports et de l'éducation physique de 1ère catégorie (INSEP) -Emploi fonctionnel,A,1,5,inf,850,695,3256.79,695.0
2409,4017,Cadre supérieur technique et scientifique de l'institut national des sports et de l'éducation physique de 1ère catégorie (INSEP) -Emploi fonctionnel,A,1,6,inf,910,741,3472.34,741.0
2410,4018,Cadre supérieur technique et scientifique de l'institut national des sports et de l'éducation physique de 1ère catégorie (INSEP) -Emploi fonctionnel,A,1,7,inf,966,783,3669.16,783.0
2411,4064,Agent spécialisé Police technique et scientifique nationale-ASPTS,C,1,1,inf,388,355,1663.54,355.0
2412,4065,Agent spécialisé Police technique et scientifique nationale-ASPTS,C,1,2,inf,397,361,1691.66,361.0
2413,4066,Agent spécialisé Police technique et scientifique nationale-ASPTS,C,1,3,inf,412,368,1724.46,368.0
2414,4067,Agent spécialisé Police technique et scientifique nationale-ASPTS,C,1,4,inf,430,380,1780.69,380.0
2415,4068,Agent spécialisé Police technique et scientifique nationale-ASPTS,C,1,5,inf,448,393,1841.61,393.0
2416,4069,Agent spécialisé Police technique et scientifique nationale-ASPTS,C,1,6,inf,460,403,1888.47,403.0
2417,4070,Agent spécialisé Police technique et scientifique nationale-ASPTS,C,1,7,inf,478,415,1944.7,415.0
2418,4071,Agent spécialisé Police technique et scientifique nationale-ASPTS,C,1,8,inf,499,430,2014.99,430.0
2419,4072,Agent spécialisé Police technique et scientifique nationale-ASPTS,C,1,9,inf,525,450,2108.71,450.0
2420,4073,Agent spécialisé Police technique et scientifique nationale-ASPTS,C,1,10,inf,558,473,2216.49,473.0
2421,4074,Agent spécialisé Police technique et scientifique nationale-ASPTS,C,2,1,inf,368,341,1597.93,341.0
2422,4075,Agent spécialisé Police technique et scientifique nationale-ASPTS,C,2,2,inf,371,343,1607.31,343.0
2423,4076,Agent spécialisé Police technique et scientifique nationale-ASPTS,C,2,3,inf,376,346,1621.36,346.0
2424,4077,Agent spécialisé Police technique et scientifique nationale-ASPTS,C,2,4,inf,387,354,1658.85,354.0
2425,4078,Agent spécialisé Police technique et scientifique nationale-ASPTS,C,2,5,inf,396,360,1686.97,360.0
2426,4079,Agent spécialisé Police technique et scientifique nationale-ASPTS,C,2,6,inf,404,365,1710.4,365.0
2427,4080,Agent spécialisé Police technique et scientifique nationale-ASPTS,C,2,7,inf,416,370,1733.83,370.0
2428,4081,Agent spécialisé Police technique et scientifique nationale-ASPTS,C,2,8,inf,430,380,1780.69,380.0
2429,4082,Agent spécialisé Police technique et scientifique nationale-ASPTS,C,2,9,inf,446,392,1836.92,392.0
2430,4083,Agent spécialisé Police technique et scientifique nationale-ASPTS,C,2,10,inf,461,404,1893.15,404.0
2431,4084,Agent spécialisé Police technique et scientifique nationale-ASPTS,C,2,11,inf,473,412,1930.64,412.0
2432,4085,Agent spécialisé Police technique et scientifique nationale-ASPTS,C,2,12,inf,486,420,1968.13,420.0
2433,4086,Agent du système d'information et de communication-ASIC,C,1,1,inf,388,355,1663.54,355.0
2434,4087,Agent du système d'information et de communication-ASIC,C,1,2,inf,397,361,1691.66,361.0
2435,4088,Agent du système d'information et de communication-ASIC,C,1,3,inf,412,368,1724.46,368.0
2436,4089,Agent du système d'information et de communication-ASIC,C,1,4,inf,430,380,1780.69,380.0
2437,4090,Agent du système d'information et de communication-ASIC,C,1,5,inf,448,393,1841.61,393.0
2438,4091,Agent du système d'information et de communication-ASIC,C,1,6,inf,460,403,1888.47,403.0
2439,4092,Agent du système d'information et de communication-ASIC,C,1,7,inf,478,415,1944.7,415.0
2440,4093,Agent du système d'information et de communication-ASIC,C,1,8,inf,499,430,2014.99,430.0
2441,4094,Agent du système d'information et de communication-ASIC,C,1,9,inf,525,450,2108.71,450.0
2442,4095,Agent du système d'information et de communication-ASIC,C,1,10,inf,558,473,2216.49,473.0
2443,4096,Agent du système d'information et de communication-ASIC,C,2,1,inf,368,341,1597.93,341.0
2444,4097,Agent du système d'information et de communication-ASIC,C,2,2,inf,371,343,1607.31,343.0
2445,4098,Agent du système d'information et de communication-ASIC,C,2,3,inf,376,346,1621.36,346.0
2446,4099,Agent du système d'information et de communication-ASIC,C,2,4,inf,387,354,1658.85,354.0
2447,4100,Agent du système d'information et de communication-ASIC,C,2,5,inf,396,360,1686.97,360.0
2448,4101,Agent du système d'information et de communication-ASIC,C,2,6,inf,404,365,1710.4,365.0
2449,4102,Agent du système d'information et de communication-ASIC,C,2,7,inf,416,370,1733.83,370.0
2450,4103,Agent du système d'information et de communication-ASIC,C,2,8,inf,430,380,1780.69,380.0
2451,4104,Agent du système d'information et de communication-ASIC,C,2,9,inf,446,392,1836.92,392.0
2452,4105,Agent du système d'information et de communication-ASIC,C,2,10,inf,461,404,1893.15,404.0
2453,4106,Agent du système d'information et de communication-ASIC,C,2,11,inf,473,412,1930.64,412.0
2454,4107,Agent du système d'information et de communication-ASIC,C,2,12,inf,486,420,1968.13,420.0
2455,4108,Agent du système d'information et de communication-ASIC,C,3,1,inf,367,340,1593.25,340.0
2456,4109,Agent du système d'information et de communication-ASIC,C,3,2,inf,368,341,1597.93,341.0
2457,4110,Agent du système d'information et de communication-ASIC,C,3,3,inf,370,342,1602.62,342.0
2458,4111,Agent du système d'information et de communication-ASIC,C,3,4,inf,371,343,1607.31,343.0
2459,4112,Agent du système d'information et de communication-ASIC,C,3,5,inf,374,345,1616.68,345.0
2460,4113,Agent du système d'information et de communication-ASIC,C,3,6,inf,378,348,1630.74,348.0
2461,4114,Agent du système d'information et de communication-ASIC,C,3,7,inf,381,351,1644.79,351.0
2462,4115,Agent du système d'information et de communication-ASIC,C,3,8,inf,387,354,1658.85,354.0
2463,4116,Agent du système d'information et de communication-ASIC,C,3,9,inf,401,363,1701.03,363.0
2464,4117,Agent du système d'information et de communication-ASIC,C,3,10,inf,419,372,1743.2,372.0
2465,4118,Agent du système d'information et de communication-ASIC,C,3,11,inf,432,382,1790.06,382.0
2466,4123,Technicien Police technique et scientifique de la police nationale-TPTS,B,1,1,inf,446,392,1836.92,392.0
2467,4124,Technicien Police technique et scientifique de la police nationale-TPTS,B,1,2,inf,461,404,1893.15,404.0
2468,4125,Technicien Police technique et scientifique de la police nationale-TPTS,B,1,3,inf,484,419,1963.44,419.0
2469,4126,Technicien Police technique et scientifique de la police nationale-TPTS,B,1,4,inf,513,441,2066.54,441.0
2470,4127,Technicien Police technique et scientifique de la police nationale-TPTS,B,1,5,inf,547,465,2179.0,465.0
2471,4128,Technicien Police technique et scientifique de la police nationale-TPTS,B,1,6,inf,573,484,2268.04,484.0
2472,4129,Technicien Police technique et scientifique de la police nationale-TPTS,B,1,7,inf,604,508,2380.5,508.0
2473,4130,Technicien Police technique et scientifique de la police nationale-TPTS,B,1,8,inf,638,534,2502.34,534.0
2474,4131,Technicien Police technique et scientifique de la police nationale-TPTS,B,1,9,inf,660,551,2582.0,551.0
2475,4132,Technicien Police technique et scientifique de la police nationale-TPTS,B,1,10,inf,684,569,2666.35,569.0
2476,4133,Technicien Police technique et scientifique de la police nationale-TPTS,B,1,11,inf,707,587,2750.7,587.0
2477,4134,Technicien Police technique et scientifique de la police nationale-TPTS,B,2,1,inf,389,356,1668.22,356.0
2478,4135,Technicien Police technique et scientifique de la police nationale-TPTS,B,2,2,inf,399,362,1696.34,362.0
2479,4136,Technicien Police technique et scientifique de la police nationale-TPTS,B,2,3,inf,415,369,1729.14,369.0
2480,4137,Technicien Police technique et scientifique de la police nationale-TPTS,B,2,4,inf,429,379,1776.0,379.0
2481,4138,Technicien Police technique et scientifique de la police nationale-TPTS,B,2,5,inf,444,390,1827.55,390.0
2482,4139,Technicien Police technique et scientifique de la police nationale-TPTS,B,2,6,inf,458,401,1879.1,401.0
2483,4140,Technicien Police technique et scientifique de la police nationale-TPTS,B,2,7,inf,480,416,1949.39,416.0
2484,4141,Technicien Police technique et scientifique de la police nationale-TPTS,B,2,8,inf,506,436,2043.11,436.0
2485,4142,Technicien Police technique et scientifique de la police nationale-TPTS,B,2,9,inf,528,452,2118.08,452.0
2486,4143,Technicien Police technique et scientifique de la police nationale-TPTS,B,2,10,inf,542,461,2160.26,461.0
2487,4144,Technicien Police technique et scientifique de la police nationale-TPTS,B,2,11,inf,567,480,2249.29,480.0
2488,4145,Technicien Police technique et scientifique de la police nationale-TPTS,B,2,12,inf,599,504,2361.76,504.0
2489,4146,Technicien Police technique et scientifique de la police nationale-TPTS,B,2,13,inf,638,534,2502.34,534.0
2490,4147,Technicien Police technique et scientifique de la police nationale-TPTS,B,3,1,inf,372,343,1607.31,343.0
2491,4148,Technicien Police technique et scientifique de la police nationale-TPTS,B,3,2,inf,379,349,1635.42,349.0
2492,4149,Technicien Police technique et scientifique de la police nationale-TPTS,B,3,3,inf,388,355,1663.54,355.0
2493,4150,Technicien Police technique et scientifique de la police nationale-TPTS,B,3,4,inf,397,361,1691.66,361.0
2494,4151,Technicien Police technique et scientifique de la police nationale-TPTS,B,3,5,inf,415,369,1729.14,369.0
2495,4152,Technicien Police technique et scientifique de la police nationale-TPTS,B,3,6,inf,431,381,1785.38,381.0
2496,4153,Technicien Police technique et scientifique de la police nationale-TPTS,B,3,7,inf,452,396,1855.67,396.0
2497,4154,Technicien Police technique et scientifique de la police nationale-TPTS,B,3,8,inf,478,415,1944.7,415.0
2498,4155,Technicien Police technique et scientifique de la police nationale-TPTS,B,3,9,inf,500,431,2019.68,431.0
2499,4156,Technicien Police technique et scientifique de la police nationale-TPTS,B,3,10,inf,513,441,2066.54,441.0
2500,4157,Technicien Police technique et scientifique de la police nationale-TPTS,B,3,11,inf,538,457,2141.51,457.0
2501,4158,Technicien Police technique et scientifique de la police nationale-TPTS,B,3,12,inf,563,477,2235.23,477.0
2502,4159,Technicien Police technique et scientifique de la police nationale-TPTS,B,3,13,inf,597,503,2357.07,503.0
2503,4160,Technicien des systèmes d'information et de communication-SIC,B,1,1,inf,446,392,1836.92,392.0
2504,4161,Technicien des systèmes d'information et de communication-SIC,B,1,2,inf,461,404,1893.15,404.0
2505,4162,Technicien des systèmes d'information et de communication-SIC,B,1,3,inf,484,419,1963.44,419.0
2506,4163,Technicien des systèmes d'information et de communication-SIC,B,1,4,inf,513,441,2066.54,441.0
2507,4164,Technicien des systèmes d'information et de communication-SIC,B,1,5,inf,547,465,2179.0,465.0
2508,4165,Technicien des systèmes d'information et de communication-SIC,B,1,6,inf,573,484,2268.04,484.0
2509,4166,Technicien des systèmes d'information et de communication-SIC,B,1,7,inf,604,508,2380.5,508.0
2510,4167,Technicien des systèmes d'information et de communication-SIC,B,1,8,inf,638,534,2502.34,534.0
2511,4168,Technicien des systèmes d'information et de communication-SIC,B,1,9,inf,660,551,2582.0,551.0
2512,4169,Technicien des systèmes d'information et de communication-SIC,B,1,10,inf,684,569,2666.35,569.0
2513,4170,Technicien des systèmes d'information et de communication-SIC,B,1,11,inf,707,587,2750.7,587.0
2514,4171,Technicien des systèmes d'information et de communication-SIC,B,2,1,inf,389,356,1668.22,356.0
2515,4172,Technicien des systèmes d'information et de communication-SIC,B,2,2,inf,399,362,1696.34,362.0
2516,4173,Technicien des systèmes d'information et de communication-SIC,B,2,3,inf,415,369,1729.14,369.0
2517,4174,Technicien des systèmes d'information et de communication-SIC,B,2,4,inf,429,379,1776.0,379.0
2518,4175,Technicien des systèmes d'information et de communication-SIC,B,2,5,inf,444,390,1827.55,390.0
2519,4176,Technicien des systèmes d'information et de communication-SIC,B,2,6,inf,458,401,1879.1,401.0
2520,4177,Technicien des systèmes d'information et de communication-SIC,B,2,7,inf,480,416,1949.39,416.0
2521,4178,Technicien des systèmes d'information et de communication-SIC,B,2,8,inf,506,436,2043.11,436.0
2522,4179,Technicien des systèmes d'information et de communication-SIC,B,2,9,inf,528,452,2118.08,452.0
2523,4180,Technicien des systèmes d'information et de communication-SIC,B,2,10,inf,542,461,2160.26,461.0
2524,4181,Technicien des systèmes d'information et de communication-SIC,B,2,11,inf,567,480,2249.29,480.0
2525,4182,Technicien des systèmes d'information et de communication-SIC,B,2,12,inf,599,504,2361.76,504.0
2526,4183,Technicien des systèmes d'information et de communication-SIC,B,2,13,inf,638,534,2502.34,534.0
2527,4184,Technicien des systèmes d'information et de communication-SIC,B,3,1,inf,372,343,1607.31,343.0
2528,4185,Technicien des systèmes d'information et de communication-SIC,B,3,2,inf,379,349,1635.42,349.0
2529,4186,Technicien des systèmes d'information et de communication-SIC,B,3,3,inf,388,355,1663.54,355.0
2530,4187,Technicien des systèmes d'information et de communication-SIC,B,3,4,inf,397,361,1691.66,361.0
2531,4188,Technicien des systèmes d'information et de communication-SIC,B,3,5,inf,415,369,1729.14,369.0
2532,4189,Technicien des systèmes d'information et de communication-SIC,B,3,6,inf,431,381,1785.38,381.0
2533,4190,Technicien des systèmes d'information et de communication-SIC,B,3,7,inf,452,396,1855.67,396.0
2534,4191,Technicien des systèmes d'information et de communication-SIC,B,3,8,inf,478,415,1944.7,415.0
2535,4192,Technicien des systèmes d'information et de communication-SIC,B,3,9,inf,500,431,2019.68,431.0
2536,4193,Technicien des systèmes d'information et de communication-SIC,B,3,10,inf,513,441,2066.54,441.0
2537,4194,Technicien des systèmes d'information et de communication-SIC,B,3,11,inf,538,457,2141.51,457.0
2538,4195,Technicien des systèmes d'information et de communication-SIC,B,3,12,inf,563,477,2235.23,477.0
2539,4196,Technicien des systèmes d'information et de communication-SIC,B,3,13,inf,597,503,2357.07,503.0
2540,4198,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,1,1,inf,587,495,2319.58,495.0
2541,4199,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,1,2,inf,614,515,2413.3,515.0
2542,4200,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,1,3,inf,641,536,2511.71,536.0
2543,4201,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,1,4,inf,659,550,2577.31,550.0
2544,4202,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,1,5,inf,678,564,2642.92,564.0
2545,4203,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,1,6,inf,691,574,2689.78,574.0
2546,4204,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,1,7,inf,701,582,2727.27,582.0
2547,4205,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,2,1,inf,548,466,2183.69,466.0
2548,4206,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,2,2,inf,562,476,2230.55,476.0
2549,4207,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,2,3,inf,573,484,2268.04,484.0
2550,4208,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,2,4,inf,578,488,2286.78,488.0
2551,4209,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,2,5,inf,584,493,2310.21,493.0
2552,4210,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,2,6,inf,600,505,2366.44,505.0
2553,4211,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,2,7,inf,616,517,2422.67,517.0
2554,4212,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,2,8,inf,629,527,2469.54,527.0
2555,4213,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,2,9,inf,645,539,2525.77,539.0
2556,4214,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,3,1,inf,489,422,1977.5,422.0
2557,4215,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,3,2,inf,498,429,2010.3,429.0
2558,4216,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,3,3,inf,510,439,2057.16,439.0
2559,4217,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,3,4,inf,524,449,2104.03,449.0
2560,4218,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,3,5,inf,550,467,2188.37,467.0
2561,4219,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,3,6,inf,558,473,2216.49,473.0
2562,4220,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,3,7,inf,570,482,2258.66,482.0
2563,4221,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,3,8,inf,573,484,2268.04,484.0
2564,4222,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,3,9,inf,597,503,2357.07,503.0
2565,4223,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,4,1,inf,398,362,1696.34,362.0
2566,4224,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,4,2,inf,407,367,1719.77,367.0
2567,4225,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,4,3,inf,423,376,1761.95,376.0
2568,4226,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,4,4,inf,441,388,1818.18,388.0
2569,4227,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,4,5,inf,455,398,1865.04,398.0
2570,4228,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,4,6,inf,473,412,1930.64,412.0
2571,4229,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,4,7,inf,494,426,1996.25,426.0
2572,4230,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,4,8,inf,518,445,2085.28,445.0
2573,4231,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,4,9,inf,544,463,2169.63,463.0
2574,4232,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,4,10,inf,569,481,2253.98,481.0
2575,4233,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,5,1,inf,354,332,1555.76,332.0
2576,4234,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,5,2,inf,365,338,1583.88,338.0
2577,4235,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,5,3,inf,370,342,1602.62,342.0
2578,4236,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,5,4,inf,377,347,1626.05,347.0
2579,4237,Sous-officier du soutien technique et administratif de la gendarmerie nationale,B,5,5,inf,381,351,1644.79,351.0
