web-scraper-order,web-scraper-start-url,fonction,fonction-href,Echelon,Indice Brut,Indice majoré,Durée,Salaire brut,catA,catB,catC
"1651680504-103","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Adjoint d'administration de l'aviation civile","https://www.emploi-collectivites.fr/grille-indiciaire-etat-adjoint-administration-aviation-civile/1/5856.htm","5","396","360","1 an","1 686,97 €","null","null","C"
"1651680959-4295","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Sous-officier de la gendarmerie nationale","https://www.emploi-collectivites.fr/grille-indiciaire-etat-officier-gendarmerie-nationale/1/6104.htm","11","531","454","3 ans 6 mois","2 127,46 €","null","B","null"
"1651682184-9808","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Sous-officier de l'armée de terre","https://www.emploi-collectivites.fr/grille-indiciaire-etat-officier-armee-terre/1/6073.htm","8","573","484","3 ans","2 268,04 €","null","B","null"
"1651680833-2839","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Conseiller pénitentiaire d’insertion et de probation-CPIP-","https://www.emploi-collectivites.fr/grille-indiciaire-etat-conseiller-penitentiaire-insertion-probation-cpip/1/6605.htm","5","675","562","2 ans","2 633,55 €","A","null","null"
"1651682164-9661","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Adjoint technique du Ministère des Armées","https://www.emploi-collectivites.fr/grille-indiciaire-etat-adjoint-technique-ministere-armees/1/6678.htm","9","446","392","3 ans","1 836,92 €","null","null","C"
"1651681937-8645","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Personnel de Direction générale des finances publiques-DGFP","https://www.emploi-collectivites.fr/grille-indiciaire-etat-personnel-direction-generale-finances-publiques-dgfp/1/6040.htm","4","933","758","-","3 552,01 €","A","null","null"
"1651682426-11394","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Maître de conférences des écoles nationales supérieures d'architecture","https://www.emploi-collectivites.fr/grille-indiciaire-etat-maitre-conferences-ecoles-nationales-superieures-architecture/1/5210.htm","6","1027","830","-","3 889,40 €","A","null","null"
"1651680830-2827","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Coordonnateur de formation de l'Ecole nationale de la magistrature (ENM)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-coordonnateur-formation-ecole-nationale-magistrature-enm/1/6246.htm","","HEA3","-","1 an","4 554,82 €","A","null","null"
"1651681388-6189","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Psychologue de l'éducation nationale","https://www.emploi-collectivites.fr/grille-indiciaire-etat-psychologue-education-nationale/1/6576.htm","4","876","715","2 ans 6 mois","3 350,51 €","A","null","null"
"1651682236-10188","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Professeur de l'enseignement maritime","https://www.emploi-collectivites.fr/grille-indiciaire-etat-professeur-enseignement-maritime/1/6082.htm","5","1001","810","1 an","3 795,68 €","A","null","null"
"1651682066-9110","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Chef de mission du ministère de l'économie, de l'industrie, de l'emploi, du budget et des comptes publics -Emploi fonctionnel","https://www.emploi-collectivites.fr/grille-indiciaire-etat-chef-mission-ministere-economie-industrie-emploi-budget-comptes-publics/1/5281.htm","Ech spécial","HEA","-","1 an","4 170,56 €","A","null","null"
"1651681816-7828","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Adjoint technique mécanicien de la monnaie de Paris (MDP) (ex Monnaies et médailles)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-adjoint-technique-mecanicien-monnaie-paris-mdp-ex-monnaies-medailles/1/5511.htm","","","","","","null","null","null"
"1651680837-2904","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Conseiller d'administration du ministère de la justice-CAMJ- emploi fonctionnel","https://www.emploi-collectivites.fr/grille-indiciaire-etat-conseiller-administration-ministere-justice-camj-emploi-fonctionnel/1/5690.htm","4","812","666","2 ans","3 120,89 €","A","null","null"
"1651681627-7184","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Conservateur des bibliothèques","https://www.emploi-collectivites.fr/grille-indiciaire-etat-conservateur-bibliotheques/1/5742.htm","7","878","716","-","3 355,19 €","A","null","null"
"1651680557-581","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Directeur régional du travail et des transports-DRTT- (Emploi fonctionnel)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-directeur-regional-travail-transports-drtt-emploi-fonctionnel/1/5710.htm","5","HEA","-","1 an","4 170,56 €","A","null","null"
"1651682184-9803","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Sous-officier de l'armée de terre","https://www.emploi-collectivites.fr/grille-indiciaire-etat-officier-armee-terre/1/6073.htm","3","510","439","3 ans","2 057,16 €","null","B","null"
"1651682190-9904","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Sous-officier de la marine","https://www.emploi-collectivites.fr/grille-indiciaire-etat-officier-marine/1/6069.htm","1","548","466","2 ans","2 183,69 €","null","B","null"
"1651682421-11350","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Professeur des écoles nationales supérieures d'art-ENSA","https://www.emploi-collectivites.fr/grille-indiciaire-etat-professeur-ecoles-nationales-superieures-art-ensa/1/5212.htm","","HEB2","-","1 an","4 746,94 €","A","null","null"
"1651681867-8147","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Contrôleur du service automobile de La Poste-en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-controleur-service-automobile-poste-extinction/1/6173.htm","1","342","323","1 an","1 513,59 €","null","B","null"
"1651680665-1106","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Conseiller maître en service extraordinaire Cour des Comptes","https://www.emploi-collectivites.fr/grille-indiciaire-etat-conseiller-maitre-service-extraordinaire-cour-comptes/1/6585.htm","4","HEC","-","1 an","5 267,09 €","A","null","null"
"1651680603-803","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Secrétaire administratif des services du Premier ministre","https://www.emploi-collectivites.fr/grille-indiciaire-etat-secretaire-administratif-services-premier-ministre/1/6666.htm","1","372","343","2 ans","1 607,31 €","null","B","null"
"1651681453-6618","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Médecin de l'éducation nationale","https://www.emploi-collectivites.fr/grille-indiciaire-etat-medecin-education-nationale/1/6003.htm","2","600","505","1 an","2 366,44 €","A","null","null"
"1651681790-7659","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Aide-technicien des installations de France Télécom -en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-aide-technicien-installations-france-telecom-extinction/1/6160.htm","6","501","432","4 ans","2 024,36 €","null","null","C"
"1651682486-11682","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Personnels d'exploitation des travaux publics de l'Etat -TPE","https://www.emploi-collectivites.fr/grille-indiciaire-etat-personnels-exploitation-travaux-publics-tpe/1/5800.htm","2","397","361","1 an","1 691,66 €","null","null","C"
"1651681754-7496","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Préposé des services de la distribution et de l'acheminement de La Poste-en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-prepose-services-distribution-acheminement-poste-extinction/1/6532.htm","4","347","325","2 ans","1 522,96 €","null","null","C"
"1651681423-6477","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Professeur d'Arts et Métiers Paris Tech (ex école supérieure des arts et métiers-ENSAM)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-professeur-arts-metiers-paris-tech-ex-ecole-superieure-arts-metiers-ensam/1/5984.htm","3","611","513","2 ans","2 403,93 €","A","null","null"
"1651682091-9300","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Cadre supérieur de France Télécom -en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-cadre-superieur-france-telecom-extinction/1/6492.htm","2","675","562","2 ans","2 633,55 €","A","null","null"
"1651681453-6612","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Médecin de l'éducation nationale","https://www.emploi-collectivites.fr/grille-indiciaire-etat-medecin-education-nationale/1/6003.htm","4","978","792","2 ans","3 711,33 €","A","null","null"
"1651682367-11013","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Commissaire de l'air","https://www.emploi-collectivites.fr/grille-indiciaire-etat-commissaire-air/1/6092.htm","2","1027","830","3 ans","3 889,40 €","A","null","null"
"1651680765-1920","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Maître des requêtes du Conseil d'Etat -CE","https://www.emploi-collectivites.fr/grille-indiciaire-etat-maitre-requetes-conseil/1/5663.htm","5","1027","830","2 ans","3 889,40 €","A","null","null"
"1651680600-751","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Adjoint administratif des services du Premier Ministre","https://www.emploi-collectivites.fr/grille-indiciaire-etat-adjoint-administratif-services-premier-ministre/1/6664.htm","6","460","403","2 ans","1 888,47 €","null","null","C"
"1651681407-6334","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Professeur des écoles","https://www.emploi-collectivites.fr/grille-indiciaire-etat-professeur-ecoles/1/5600.htm","6","995","806","-","3 776,94 €","A","null","null"
"1651681435-6537","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Professeur agrégé de l'enseignement du second degré","https://www.emploi-collectivites.fr/grille-indiciaire-etat-professeur-agrege-enseignement-second-degre/1/5573.htm","","HEA3","-","-","4 554,82 €","A","null","null"
"1651682190-9941","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Sous-officier de la marine","https://www.emploi-collectivites.fr/grille-indiciaire-etat-officier-marine/1/6069.htm","5","470","411","4 ans","1 925,96 €","null","B","null"
"1651681025-4712","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Conseiller d’administration de l’intérieur et de l’outre-mer-emploi fonctionnel","https://www.emploi-collectivites.fr/grille-indiciaire-etat-conseiller-administration-interieur-outre-mer-emploi-fonctionnel/1/5841.htm","4","812","666","2 ans","3 120,89 €","A","null","null"
"1651682426-11397","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Maître de conférences des écoles nationales supérieures d'architecture","https://www.emploi-collectivites.fr/grille-indiciaire-etat-maitre-conferences-ecoles-nationales-superieures-architecture/1/5210.htm","3","705","585","2 ans","2 741,32 €","A","null","null"
"1651680566-610","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Conseiller d’administration de l’aviation civile –emploi fonctionnel","https://www.emploi-collectivites.fr/grille-indiciaire-etat-conseiller-administration-aviation-civile-emploi-fonctionnel/1/5854.htm","6","1027","830","-","3 889,40 €","A","null","null"
"1651682486-11705","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Personnels d'exploitation des travaux publics de l'Etat -TPE","https://www.emploi-collectivites.fr/grille-indiciaire-etat-personnels-exploitation-travaux-publics-tpe/1/5800.htm","3","370","342","1 an","1 602,62 €","null","null","C"
"1651681294-6035","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Accompagnant des élèves en situation de handicap-AESH","https://www.emploi-collectivites.fr/grille-indiciaire-etat-accompagnant-eleves-situation-handicap-aesh/1/6229.htm","1","371","343","3 ans","1 607,31 €","null","null","C"
"1651681776-7587","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Conducteur d'automobile de La Poste en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-conducteur-automobile-poste-extinction/1/6528.htm","1","344","324","2 ans","1 518,27 €","null","null","C"
"1651681590-7115","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Directeur de l'académie de Paris (emploi fonctionnel)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-directeur-academie-paris-emploi-fonctionnel/1/6699.htm","6","HEC","-","1 an","5 267,09 €","A","null","null"
"1651681894-8375","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Conducteur-chef de transbordement des services de la distribution et de l'acheminement de La Poste ( -en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-conducteur-chef-transbordement-services-distribution-acheminement-poste/1/6531.htm","5","557","472","3 ans","2 211,80 €","null","B","null"
"1651682309-10837","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur d'études et de fabrications  IEF","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-etudes-fabrications-ief/1/5448.htm","7","697","578","4 ans","2 708,52 €","A","null","null"
"1651682217-10120","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Vétérinaire des armées","https://www.emploi-collectivites.fr/grille-indiciaire-etat-veterinaire-armees/1/6100.htm","","HEB3","-","1 an","4 999,99 €","A","null","null"
"1651681195-5466","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Agent technique de l'environnement-ATE -corps en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-agent-technique-environnement-ate-corps-extinction/1/5831.htm","8","499","430","3 ans","2 014,99 €","null","null","C"
"1651681632-7205","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Conseiller principal d'éducation-CPE","https://www.emploi-collectivites.fr/grille-indiciaire-etat-conseiller-principal-education-cpe/1/5595.htm","5","562","476","2 ans 6 mois","2 230,55 €","A","null","null"
"1651682010-8972","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Directeur des douanes et droits indirects -DDDI-","https://www.emploi-collectivites.fr/grille-indiciaire-etat-directeur-douanes-droits-indirects-dddi/1/5309.htm","1","797","655","2 ans 6 mois","3 069,35 €","A","null","null"
"1651680813-2656","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Directeur des services de la protection judiciaire de la jeunesse","https://www.emploi-collectivites.fr/grille-indiciaire-etat-directeur-services-protection-judiciaire-jeunesse/1/5681.htm","3","499","430","2 ans","2 014,99 €","A","null","null"
"1651682439-11494","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur de recherche du ministère de la culture et de la communication","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-recherche-ministere-culture-communication/1/5205.htm","8","780","642","2 ans","3 008,43 €","A","null","null"
"1651681407-6341","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Professeur des écoles","https://www.emploi-collectivites.fr/grille-indiciaire-etat-professeur-ecoles/1/5600.htm","6","582","492","3 ans","2 305,52 €","A","null","null"
"1651681404-6309","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Professeur des universités de médecine générale","https://www.emploi-collectivites.fr/grille-indiciaire-etat-professeur-universites-medecine-generale/1/5139.htm","","HEC2","-","1 an","5 379,56 €","A","null","null"
"1651682107-9422","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Attaché économique","https://www.emploi-collectivites.fr/grille-indiciaire-etat-attache-economique/1/5502.htm","6","843","690","2 ans 6 mois","3 233,36 €","A","null","null"
"1651681553-6971","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Directeur général de centre régional des œuvres universitaires et scolaires (CROUS) – emploi fonctionnel","https://www.emploi-collectivites.fr/grille-indiciaire-etat-directeur-general-centre-regional-uvres-universitaires-scolaires-crous-emploi/1/5717.htm","3","977","792","2 ans","3 711,33 €","A","null","null"
"1651682396-11192","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Aspirant","https://www.emploi-collectivites.fr/grille-indiciaire-etat-aspirant/1/6077.htm","4","385","353","3 ans","1 654,17 €","A","null","null"
"1651681740-7456","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Agent comptable d'établissement public à caractère scientifique, culturel et professionnel (EPCSCP)-emploi fonctionnel","https://www.emploi-collectivites.fr/grille-indiciaire-etat-agent-comptable-etablissement-public-caractere-scientifique-culturel-epcscp/1/5723.htm","5","912","743","2 ans 6 mois","3 481,72 €","A","null","null"
"1651680552-545","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur des travaux météorologie","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-travaux-meteorologie/1/5863.htm","8","739","610","3 ans","2 858,48 €","A","null","null"
"1651680959-4254","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Sous-officier de la gendarmerie nationale","https://www.emploi-collectivites.fr/grille-indiciaire-etat-officier-gendarmerie-nationale/1/6104.htm","2","614","515","3 ans 6 mois","2 413,30 €","null","B","null"
"1651682641-12780","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur de l'agriculture et de l'environnement","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-agriculture-environnement/1/5366.htm","Echelon spécial","HEA","-","1 an","4 170,56 €","A","null","null"
"1651682511-11940","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Secrétaire administratif des administrations de l'Etat","https://www.emploi-collectivites.fr/grille-indiciaire-etat-secretaire-administratif-administrations/1/5052.htm","5","415","369","2 ans","1 729,14 €","null","B","null"
"1651682192-9956","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Sous-chef de musique","https://www.emploi-collectivites.fr/grille-indiciaire-etat-chef-musique/1/6087.htm","4","659","550","3 ans","2 577,31 €","null","B","null"
"1651680771-2074","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Magistrat du tribunal administratif et cour administrative d’appel","https://www.emploi-collectivites.fr/grille-indiciaire-etat-magistrat-tribunal-administratif-cour-administrative-appel/1/6117.htm","7","762","628","-","2 942,82 €","A","null","null"
"1651681254-5882","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Chargé de recherche du développement durable","https://www.emploi-collectivites.fr/grille-indiciaire-etat-charge-recherche-developpement-durable/1/6643.htm","9","991","803","2 ans 9 mois","3 762,88 €","A","null","null"
"1651681737-7393","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Agent comptable du centre régional des œuvres universitaires et scolaires (CROUS) – emploi fonctionnel","https://www.emploi-collectivites.fr/grille-indiciaire-etat-agent-comptable-centre-regional-uvres-universitaires-scolaires-crous-emploi/1/6326.htm","","HEB3","-","1 an","4 999,99 €","A","null","null"
"1651680605-823","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Rédacteur-technicien du conseil économique, social et environnemental-CESE","https://www.emploi-collectivites.fr/grille-indiciaire-etat-redacteur-technicien-conseil-economique-social-environnemental-cese/1/5501.htm","8","638","534","3 ans","2 502,34 €","null","B","null"
"1651681991-8910","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Emploi supérieur de France Télécom -emploi fonctionnel-en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-emploi-superieur-france-telecom-emploi-fonctionnel-extinction/1/6587.htm","3","762","628","3 ans","2 942,82 €","A","null","null"
"1651681586-7093","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Directeur de l'Office national d'information sur les enseignements et les professions (ONISEP)-Emploi fonctionnel","https://www.emploi-collectivites.fr/grille-indiciaire-etat-directeur-office-national-information-enseignements-professions-onisep-emploi/1/6221.htm","","HED3","-","8 mois","5 993,43 €","A","null","null"
"1651680771-2065","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Magistrat du tribunal administratif et cour administrative d’appel","https://www.emploi-collectivites.fr/grille-indiciaire-etat-magistrat-tribunal-administratif-cour-administrative-appel/1/6117.htm","8","HEBbis","-","1 an","4 999,99 €","A","null","null"
"1651680696-1205","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Assistant de la Cour des comptes (Emploi fonctionnel)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-assistant-cour-comptes-emploi-fonctionnel/1/5089.htm","6","703","584","2 ans","2 736,64 €","A","null","null"
"1651681901-8451","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Collaborateur et agent de maîtrise de France Télécom-en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-collaborateur-agent-maitrise-france-telecom-extinction/1/6495.htm","7","416","370","2 ans","1 733,83 €","null","B","null"
"1651682574-12438","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Technicien supérieur forestier de l'Office national des forêts -ONF","https://www.emploi-collectivites.fr/grille-indiciaire-etat-technicien-superieur-forestier-office-national-forets-onf/1/5386.htm","3","388","355","2 ans","1 663,54 €","null","B","null"
"1651682076-9149","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Chef d’établissement de La Poste -en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-chef-etablissement-poste-extinction/1/6157.htm","3","913","743","2 ans 6 mois","3 481,72 €","A","null","null"
"1651681412-6376","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Professeur d'éducation physique et sportive -EPS","https://www.emploi-collectivites.fr/grille-indiciaire-etat-professeur-education-physique-sportive-eps/1/5577.htm","","HEA3","-","-","4 554,82 €","A","null","null"
"1651681857-8082","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Dessinateur-projeteur de La Poste-en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-dessinateur-projeteur-poste-extinction/1/6169.htm","11","494","426","3 ans","1 996,25 €","null","B","null"
"1651682636-12733","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur d'études du ministère de l’agriculture, de l’agroalimentaire et de la forêt","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-etudes-ministere-agriculture-agroalimentaire-foret/1/6124.htm","8","964","781","3 ans","3 659,79 €","A","null","null"
"1651680875-3315","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Adjoint sanitaire du Ministère des Sports","https://www.emploi-collectivites.fr/grille-indiciaire-etat-adjoint-sanitaire-ministere-sports/1/6659.htm","2","397","361","1 an","1 691,66 €","null","null","C"
"1651680684-1181","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Chargé de mission titulaire du secrétariat général du Gouvernement (emploi fonctionnel)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-charge-mission-titulaire-secretariat-general-gouvernement-emploi-fonctionnel/1/5067.htm","7","841","688","2 ans","3 223,99 €","A","null","null"
"1651681004-4630","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur de police technique et scientifique de la police nationale","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-police-technique-scientifique-police-nationale/1/6416.htm","5","611","513","2 ans","2 403,93 €","A","null","null"
"1651681028-4737","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Conception et direction de la police nationale (commissaires de police)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-conception-direction-police-nationale-commissaires-police/1/6017.htm","1","813","667","2 ans","3 125,58 €","A","null","null"
"1651681236-5748","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur des travaux géographiques et cartographiques de l'État (ITGCE)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-travaux-geographiques-cartographiques-itgce/1/6649.htm","2","484","419","2 ans","1 963,44 €","A","null","null"
"1651682437-11471","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur des services culturels et du patrimoine","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-services-culturels-patrimoine/1/5216.htm","9","774","637","4 ans","2 985,00 €","A","null","null"
"1651682279-10630","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Officier de carrière de l'armée de terre","https://www.emploi-collectivites.fr/grille-indiciaire-etat-officier-carriere-armee-terre/1/6078.htm","","HEC3","-","-","5 496,71 €","A","null","null"
"1651680675-1133","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Chef de service du Conseil économique, social et environnement-CESE","https://www.emploi-collectivites.fr/grille-indiciaire-etat-chef-service-conseil-economique-social-environnement-cese/1/6348.htm","1","966","783","1 an","3 669,16 €","A","null","null"
"1651680816-2714","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Directeur des services de greffe judiciaires","https://www.emploi-collectivites.fr/grille-indiciaire-etat-directeur-services-greffe-judiciaires/1/6512.htm","9","766","631","3 ans","2 956,88 €","A","null","null"
"1651681503-6727","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Inspecteur de l'éducation nationale-IEN","https://www.emploi-collectivites.fr/grille-indiciaire-etat-inspecteur-education-nationale-ien/1/5542.htm","4","883","720","3 ans","3 373,94 €","A","null","null"
"1651681145-5273","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur des travaux publics de l’Etat-ITPE","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-travaux-publics-itpe/1/5796.htm","2","896","730","2 ans","3 420,80 €","A","null","null"
"1651681047-4831","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Chef de projet à forts enjeux stratégique  au service national de police scientifique","https://www.emploi-collectivites.fr/grille-indiciaire-etat-chef-projet-forts-enjeux-strategique-service-national-police-scientifique/1/6723.htm","5","977","792","2 ans","3 711,33 €","A","null","null"
"1651681805-7762","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Agent de service de La Poste en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-agent-service-poste-extinction/1/6055.htm","4","346","324","2 ans","1 518,27 €","null","null","C"
"1651681421-6461","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Professeur de chaires supérieures","https://www.emploi-collectivites.fr/grille-indiciaire-etat-professeur-chaires-superieures/1/5572.htm","Echelon exceptionnel","HEB","-","1 an","4 554,82 €","A","null","null"
"1651681150-5349","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur des ponts, des eaux et des forêts-IPEF","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-ponts-eaux-forets-ipef/1/5790.htm","7","HEB","-","1 an","4 554,82 €","A","null","null"
"1651681557-6989","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Directeur Ecoles normales supérieures","https://www.emploi-collectivites.fr/grille-indiciaire-etat-directeur-ecoles-normales-superieures/1/5152.htm","","","","","","null","null","null"
"1651681548-6915","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Directeur général de service (DGS) d'un établissement public à caractère scientifique, culturel et professionnel (emploi fonctionnel)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-directeur-general-service-dgs-etablissement-public-caractere-scientifique/1/6577.htm","60","HEBbis","-","1 an","4 999,99 €","A","null","null"
"1651681395-6225","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Professeur du Muséum national d'histoire naturelle-MNHN","https://www.emploi-collectivites.fr/grille-indiciaire-etat-professeur-museum-national-histoire-naturelle-mnhn/1/5161.htm","","HED2","-","1 an","5 745,07 €","A","null","null"
"1651682606-12567","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Professeur de lycée professionnel agricole-PLPA","https://www.emploi-collectivites.fr/grille-indiciaire-etat-professeur-lycee-professionnel-agricole-plpa/1/5408.htm","2","903","735","2 ans","3 444,23 €","A","null","null"
"1651680880-3399","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Technicien des administrations du Ministère des Sports","https://www.emploi-collectivites.fr/grille-indiciaire-etat-technicien-administrations-ministere-sports/1/6663.htm","8","638","534","3 ans","2 502,34 €","null","B","null"
"1651680808-2599","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Directeur des services pénitentiaires -DSP","https://www.emploi-collectivites.fr/grille-indiciaire-etat-directeur-services-penitentiaires-dsp/1/6041.htm","10","977","792","3 ans","3 711,33 €","A","null","null"
"1651681444-6555","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Personnel de direction d'établissement d'enseignement ou de formation","https://www.emploi-collectivites.fr/grille-indiciaire-etat-personnel-direction-etablissement-enseignement-formation/1/5986.htm","4","1027","830","2 ans","3 889,40 €","A","null","null"
"1651681740-7435","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Agent comptable d'établissement public à caractère scientifique, culturel et professionnel (EPCSCP)-emploi fonctionnel","https://www.emploi-collectivites.fr/grille-indiciaire-etat-agent-comptable-etablissement-public-caractere-scientifique-culturel-epcscp/1/5723.htm","","HEB2","-","1 an","4 746,94 €","A","null","null"
