web-scraper-order,web-scraper-start-url,fonction,fonction-href,Echelon,Indice Brut,Indice majoré,Durée,Salaire brut,catA,catB,catC
"1651681676-7260","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Chargé de recherche d'établissement public scientifique et technologique","https://www.emploi-collectivites.fr/grille-indiciaire-etat-charge-recherche-etablissement-public-scientifique-technologique/1/6330.htm","4","933","758","1 an","3 552,01 €","A","null","null"
"1651682094-9318","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Cadre d'exploitation de France Télécom -en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-cadre-exploitation-france-telecom-extinction/1/6494.htm","12","599","504","2 ans","2 361,76 €","A","null","null"
"1651682205-10071","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Contrôleur spécialisé de la direction générale de la sécurité extérieure-DGSE","https://www.emploi-collectivites.fr/grille-indiciaire-etat-controleur-specialise-direction-generale-securite-exterieure-dgse/1/6313.htm","4","429","379","2 ans","1 776,00 €","null","B","null"
"1651681581-7074","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Directeur de recherche d'établissement public scientifique et technologique","https://www.emploi-collectivites.fr/grille-indiciaire-etat-directeur-recherche-etablissement-public-scientifique-technologique/1/6329.htm","","HEC2","-","1 an","5 379,56 €","A","null","null"
"1651681110-5056","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ouvrier des parcs et ateliers des ponts et chaussées et des bases aériennes-OPA-Transféré en Territoriale","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ouvrier-parcs-ateliers-ponts-chaussees-bases-aeriennes-opa-transfere/1/6553.htm","9","500","431","3 ans","2 019,68 €","null","null","C"
"1651680554-561","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur des études et de l'exploitation de l'aviation civile -IEEAC","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-etudes-exploitation-aviation-civile-ieeac/1/6113.htm","7","946","768","4 ans","3 598,87 €","A","null","null"
"1651680499-36","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Aide technicien de la météorologie","https://www.emploi-collectivites.fr/grille-indiciaire-etat-aide-technicien-meteorologie/1/5867.htm","3","412","368","2 ans","1 724,46 €","null","null","C"
"1651681695-7303","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Attaché d'administration de l'éducation nationale et de la Jeunesse","https://www.emploi-collectivites.fr/grille-indiciaire-etat-attache-administration-education-nationale-jeunesse/1/5551.htm","","","","","","null","null","null"
"1651681122-5184","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Adjoint administratif du Ministère de la cohésion des territoires et des relations avec les collectivités territoriales","https://www.emploi-collectivites.fr/grille-indiciaire-etat-adjoint-administratif-ministere-cohesion-territoires-relations-collectivites/1/6316.htm","","","","","","null","null","null"
"1651682401-11229","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Adjoint technique du ministère de la culture","https://www.emploi-collectivites.fr/grille-indiciaire-etat-adjoint-technique-ministere-culture/1/6632.htm","11","432","382","","1 790,06 €","null","null","C"
"1651680613-897","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Secrétaire général du Conseil d’orientation des retraites-COR- (Emploi fonctionnel)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-secretaire-general-conseil-orientation-retraites-cor-emploi-fonctionnel/1/5066.htm","","HED3","-","-","5 993,43 €","A","null","null"
"1651681444-6562","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Personnel de direction d'établissement d'enseignement ou de formation","https://www.emploi-collectivites.fr/grille-indiciaire-etat-personnel-direction-etablissement-enseignement-formation/1/5986.htm","1","573","484","2 ans","2 268,04 €","A","null","null"
"1651682151-9566","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Militaire du rang de la brigade de sapeurs-pompiers de Paris","https://www.emploi-collectivites.fr/grille-indiciaire-etat-militaire-rang-brigade-sapeurs-pompiers-paris/1/6075.htm","4","374","345","3 ans","1 616,68 €","null","null","C"
"1651680689-1194","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Auditeur Cour des comptes","https://www.emploi-collectivites.fr/grille-indiciaire-etat-auditeur-cour-comptes/1/5087.htm","4","600","505","2 ans","2 366,44 €","A","null","null"
"1651682099-9367","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Cadre de France Télécom-en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-cadre-france-telecom-extinction/1/6491.htm","5","634","531","2 ans","2 488,28 €","A","null","null"
"1651680816-2701","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Directeur des services de greffe judiciaires","https://www.emploi-collectivites.fr/grille-indiciaire-etat-directeur-services-greffe-judiciaires/1/6512.htm","6","843","690","2 ans 6 mois","3 233,36 €","A","null","null"
"1651681913-8530","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Cadre professionnel de La Poste-en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-cadre-professionnel-poste-extinction/1/6489.htm","13","648","541","3 ans","2 535,14 €","null","B","null"
"1651681110-5062","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ouvrier des parcs et ateliers des ponts et chaussées et des bases aériennes-OPA-Transféré en Territoriale","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ouvrier-parcs-ateliers-ponts-chaussees-bases-aeriennes-opa-transfere/1/6553.htm","2","399","362","2 ans","1 696,34 €","null","null","C"
"1651681246-5838","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Directeur de recherche du développement durable-DR","https://www.emploi-collectivites.fr/grille-indiciaire-etat-directeur-recherche-developpement-durable-dr/1/6644.htm","3","HEC","-","1 an","5 267,09 €","A","null","null"
"1651682464-11627","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Chef de travaux d’art","https://www.emploi-collectivites.fr/grille-indiciaire-etat-chef-travaux-art/1/5218.htm","8","668","557","3 ans","2 610,12 €","A","null","null"
"1651681117-5159","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Dessinateur de l'équipement","https://www.emploi-collectivites.fr/grille-indiciaire-etat-dessinateur-equipement/1/5801.htm","7","478","415","3 ans","1 944,70 €","null","null","C"
"1651682306-10780","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur militaire des essences","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-militaire-essences/1/6088.htm","","HED2","-","1 an","5 745,07 €","A","null","null"
"1651680593-694","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Administrateur des affaires maritimes -AAM","https://www.emploi-collectivites.fr/grille-indiciaire-etat-administrateur-affaires-maritimes-aam/1/6079.htm","1","772","635","1 an","2 975,63 €","A","null","null"
"1651681110-5022","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ouvrier des parcs et ateliers des ponts et chaussées et des bases aériennes-OPA-Transféré en Territoriale","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ouvrier-parcs-ateliers-ponts-chaussees-bases-aeriennes-opa-transfere/1/6553.htm","10","684","569","3 ans","2 666,35 €","null","null","C"
"1651680907-3752","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Conseiller d'éducation populaire et de jeunesse-CEPJ","https://www.emploi-collectivites.fr/grille-indiciaire-etat-conseiller-education-populaire-jeunesse-cepj/1/5774.htm","4","1027","830","-","3 889,40 €","A","null","null"
"1651681942-8696","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Personnel administratif supérieur des services extérieurs de la Poste-en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-personnel-administratif-superieur-services-exterieurs-poste-extinction/1/6334.htm","9","762","628","3 ans","2 942,82 €","A","null","null"
"1651682574-12447","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Technicien supérieur forestier de l'Office national des forêts -ONF","https://www.emploi-collectivites.fr/grille-indiciaire-etat-technicien-superieur-forestier-office-national-forets-onf/1/5386.htm","12","563","477","4 ans","2 235,23 €","null","B","null"
"1651682190-9952","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Sous-officier de la marine","https://www.emploi-collectivites.fr/grille-indiciaire-etat-officier-marine/1/6069.htm","2","373","344","-","1 611,99 €","null","B","null"
"1651681622-7157","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Délégué régional du Centre national de la recherche scientifique-CNRS (Emploi fonctionnel)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-delegue-regional-centre-national-recherche-scientifique-cnrs-emploi-fonctionnel/1/5562.htm","","HEA2","-","8 mois","4 334,57 €","A","null","null"
"1651682094-9316","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Cadre d'exploitation de France Télécom -en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-cadre-exploitation-france-telecom-extinction/1/6494.htm","10","553","469","2 ans","2 197,75 €","A","null","null"
"1651682533-12031","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Directeur de projet des administrations de l'Etat (Emploi fonctionnel)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-directeur-projet-administrations-emploi-fonctionnel/1/6307.htm","","HEC2","-","1 an","5 379,56 €","A","null","null"
"1651682643-12805","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Expert de haut niveau de l'Office national des forêts-ONF (Emploi fonctionnel)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-expert-niveau-office-national-forets-onf-emploi-fonctionnel/1/6358.htm","2","912","743","1 an 6 mois","3 481,72 €","A","null","null"
"1651682276-10599","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Officier de l'air","https://www.emploi-collectivites.fr/grille-indiciaire-etat-officier-air/1/6089.htm","2","913","743","1 an","3 481,72 €","A","null","null"
"1651680508-163","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Technicien supérieur des études et de l'exploitation de l'aviation civile- TSEEAC","https://www.emploi-collectivites.fr/grille-indiciaire-etat-technicien-superieur-etudes-exploitation-aviation-civile-tseeac/1/5858.htm","1","480","416","1 an 6 mois","1 949,39 €","null","B","null"
"1651680625-923","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Rapporteur extérieur à la Cour des comptes","https://www.emploi-collectivites.fr/grille-indiciaire-etat-rapporteur-exterieur-cour-comptes/1/5088.htm","6","912","743","2 ans 6 mois","3 481,72 €","A","null","null"
"1651682231-10149","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Psychologue des hôpitaux des armées","https://www.emploi-collectivites.fr/grille-indiciaire-etat-psychologue-hopitaux-armees/1/6546.htm","3","757","624","2 ans 6 mois","2 924,08 €","A","null","null"
"1651681529-6846","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur de recherche d'établissement public scientifique et technologique","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-recherche-etablissement-public-scientifique-technologique/1/5149.htm","2","541","460","1 an 6 mois","2 155,57 €","A","null","null"
"1651681889-8353","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Contrôleur de la concurrence, de la consommation et de la répression des fraudes -DGCCRF","https://www.emploi-collectivites.fr/grille-indiciaire-etat-controleur-concurrence-consommation-repression-fraudes-dgccrf/1/5329.htm","10","513","441","3 ans","2 066,54 €","null","B","null"
"1651682079-9190","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Chef d’établissement de France Télécom -en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-chef-etablissement-france-telecom-extinction/1/6156.htm","2","883","720","2 ans 6 mois","3 373,94 €","A","null","null"
"1651680833-2851","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Conseiller pénitentiaire d’insertion et de probation-CPIP-","https://www.emploi-collectivites.fr/grille-indiciaire-etat-conseiller-penitentiaire-insertion-probation-cpip/1/6605.htm","8","751","620","3 ans","2 905,34 €","A","null","null"
"1651682370-11064","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Commissaire de la marine","https://www.emploi-collectivites.fr/grille-indiciaire-etat-commissaire-marine/1/6091.htm","Echelon spécial","HEBbis","-","1 an","4 999,99 €","A","null","null"
"1651681249-5861","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Conseiller d'administration de l'écologie, du développement et de l'aménagement durables (Emploi fonctionnel)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-conseiller-administration-ecologie-developpement-amenagement-durables/1/5785.htm","Echelon spécial","HEA","-","1 an","4 170,56 €","A","null","null"
"1651681869-8168","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Contrôleur du service automobile de France Télécom-en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-controleur-service-automobile-france-telecom-extinction/1/6172.htm","7","425","377","3 ans","1 766,63 €","null","B","null"
"1651681148-5326","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur des travaux géographiques et cartographiques de l'Etat-IGN","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-travaux-geographiques-cartographiques-ign/1/5814.htm","9","774","637","4 ans","2 985,00 €","A","null","null"
"1651681231-5681","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur des travaux publics de l'État (ITPE)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-travaux-publics-itpe/1/6648.htm","2","665","555","2 ans 6 mois","2 600,74 €","A","null","null"
"1651682309-10818","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur d'études et de fabrications  IEF","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-etudes-fabrications-ief/1/5448.htm","5","1027","830","-","3 889,40 €","A","null","null"
"1651681001-4599","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur des services techniques des Ministère de l'intérieur et des outre-mer","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-services-techniques-ministere-interieur-outre-mer/1/5847.htm","9","1015","821","","3 847,23 €","A","null","null"
"1651680801-2437","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Directeur fonctionnel des services pénitentiaires (emploi fonctionnel)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-directeur-fonctionnel-services-penitentiaires-emploi-fonctionnel/1/6043.htm","","HEBbis2","-","1 an","5 131,20 €","A","null","null"
"1651680966-4319","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Secrétaire administratif de police","https://www.emploi-collectivites.fr/grille-indiciaire-etat-secretaire-administratif-police/1/5850.htm","9","493","425","3 ans","1 991,56 €","null","B","null"
"1651681110-5097","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ouvrier des parcs et ateliers des ponts et chaussées et des bases aériennes-OPA-Transféré en Territoriale","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ouvrier-parcs-ateliers-ponts-chaussees-bases-aeriennes-opa-transfere/1/6553.htm","2","368","341","1 an","1 597,93 €","null","null","C"
"1651681159-5366","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Directeur Départemental de l'Environnement, de l'Aménagement et du Logement -DREAL-Emploi fonctionnel","https://www.emploi-collectivites.fr/grille-indiciaire-etat-directeur-departemental-environnement-amenagement-logement-dreal-emploi/1/5787.htm","","","","","","null","null","null"
"1651682373-11121","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Commissaire de l’armée de terre","https://www.emploi-collectivites.fr/grille-indiciaire-etat-commissaire-armee-terre/1/6090.htm","2","833","682","1 an","3 195,87 €","A","null","null"
"1651680504-89","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Adjoint d'administration de l'aviation civile","https://www.emploi-collectivites.fr/grille-indiciaire-etat-adjoint-administration-aviation-civile/1/5856.htm","1","388","355","1 an","1 663,54 €","null","null","C"
"1651682364-10996","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Conseiller d’administration de la défense (Emploi fonctionnel)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-conseiller-administration-defense-emploi-fonctionnel/1/5445.htm","1","762","628","2 ans","2 942,82 €","A","null","null"
"1651680600-766","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Adjoint administratif des services du Premier Ministre","https://www.emploi-collectivites.fr/grille-indiciaire-etat-adjoint-administratif-services-premier-ministre/1/6664.htm","11","473","412","4 ans","1 930,64 €","null","null","C"
"1651681632-7208","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Conseiller principal d'éducation-CPE","https://www.emploi-collectivites.fr/grille-indiciaire-etat-conseiller-principal-education-cpe/1/5595.htm","8","668","557","3 ans 6 mois","2 610,12 €","A","null","null"
"1651682500-11804","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Adjoint technique des administrations de l’Etat","https://www.emploi-collectivites.fr/grille-indiciaire-etat-adjoint-technique-administrations/1/5056.htm","7","381","351","3 ans","1 644,79 €","null","null","C"
"1651682205-10084","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Contrôleur spécialisé de la direction générale de la sécurité extérieure-DGSE","https://www.emploi-collectivites.fr/grille-indiciaire-etat-controleur-specialise-direction-generale-securite-exterieure-dgse/1/6313.htm","4","397","361","2 ans","1 691,66 €","null","B","null"
"1651680496-8","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Syndic des gens de mer","https://www.emploi-collectivites.fr/grille-indiciaire-etat-syndic-gens-mer/1/5874.htm","8","499","430","3 ans","2 014,99 €","null","null","C"
"1651682156-9596","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Auxiliaire de puériculture","https://www.emploi-collectivites.fr/grille-indiciaire-etat-auxiliaire-puericulture/1/6109.htm","10","461","404","3 ans","1 893,15 €","null","null","C"
"1651681519-6764","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur d'études du ministère chargé de l'enseignement supérieur","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-etudes-ministere-charge-enseignement-superieur/1/6580.htm","8","964","781","3 ans","3 659,79 €","A","null","null"
"1651681231-5697","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur des travaux publics de l'État (ITPE)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-travaux-publics-itpe/1/6648.htm","9","774","637","4 ans","2 985,00 €","A","null","null"
"1651682546-12134","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Chef de projet en systèmes et réseaux d'information et de communication des administrations de l'Etat (SIC)-Emploi fonctionnel","https://www.emploi-collectivites.fr/grille-indiciaire-etat-chef-projet-systemes-reseaux-information-communication-administrations-sic/1/6520.htm","5","861","704","2 ans","3 298,96 €","A","null","null"
"1651680514-223","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Technicien du Ministère de la Transition écologique et solidaire","https://www.emploi-collectivites.fr/grille-indiciaire-etat-technicien-ministere-transition-ecologique-solidaire/1/6695.htm","3","484","419","2 ans","1 963,44 €","null","B","null"
"1651681911-8495","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Chef d'atelier de la monnaie de Paris (MDP) (ex Monnaies et médailles)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-chef-atelier-monnaie-paris-mdp-ex-monnaies-medailles/1/5512.htm","5","397","361","3 ans","1 691,66 €","null","B","null"
"1651682271-10501","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Officier du corps technique et administratif de la marine","https://www.emploi-collectivites.fr/grille-indiciaire-etat-officier-corps-technique-administratif-marine/1/6365.htm","3","HEA","-","1 an","4 170,56 €","A","null","null"
"1651681183-5421","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Chargé de recherche du développement durable","https://www.emploi-collectivites.fr/grille-indiciaire-etat-charge-recherche-developpement-durable/1/6006.htm","","HEA2","-","1 an","4 334,57 €","A","null","null"
"1651681124-5215","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Technicien supérieur du développement durable-TSDD","https://www.emploi-collectivites.fr/grille-indiciaire-etat-technicien-superieur-developpement-durable-tsdd/1/6331.htm","7","452","396","2 ans","1 855,67 €","null","B","null"
"1651681016-4670","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Directeur adjoint de laboratoire de l'Institut national de police scientifique (INPS) -emploi fonctionnel","https://www.emploi-collectivites.fr/grille-indiciaire-etat-directeur-adjoint-laboratoire-institut-national-police-scientifique-inps/1/6343.htm","","HEA2","-","1 an","4 334,57 €","A","null","null"
"1651680811-2616","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Directeur des services pénitentiaires d’insertion et de probation","https://www.emploi-collectivites.fr/grille-indiciaire-etat-directeur-services-penitentiaires-insertion-probation/1/6045.htm","4","732","605","2 ans","2 835,05 €","A","null","null"
"1651680733-1512","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Personnels de commandement de surveillance de l'administration pénitentiaire","https://www.emploi-collectivites.fr/grille-indiciaire-etat-personnels-commandement-surveillance-administration-penitentiaire/1/6051.htm","5","554","470","2 ans 6 mois","2 202,43 €","null","B","null"
"1651681124-5185","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Technicien supérieur du développement durable-TSDD","https://www.emploi-collectivites.fr/grille-indiciaire-etat-technicien-superieur-developpement-durable-tsdd/1/6331.htm","1","446","392","1 an","1 836,92 €","null","B","null"
"1651681471-6662","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Maître de conférences des universités de médecine générale -MCU-PH","https://www.emploi-collectivites.fr/grille-indiciaire-etat-maitre-conferences-universites-medecine-generale-mcu-ph/1/5140.htm","3","897","730","3 ans 6 mois","3 420,80 €","A","null","null"
"1651682454-11558","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Directeur chargé des collections de la Bibliothèque nationale de France -BNF-(Emploi fonctionnel)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-directeur-charge-collections-bibliotheque-nationale-france-bnf-emploi/1/5417.htm","4","HEB","-","8 mois","4 554,82 €","A","null","null"
"1651682493-11748","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Agent principal des services techniques des administrations de l’Etat","https://www.emploi-collectivites.fr/grille-indiciaire-etat-agent-principal-services-techniques-administrations/1/5834.htm","3","450","395","2 ans 6 mois","1 850,98 €","null","null","C"
"1651682488-11715","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Chef de service intérieur (emploi fonctionnel)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-chef-service-interieur-emploi-fonctionnel/1/5049.htm","2","315","313","1 an 6 mois","1 466,73 €","null","null","C"
"1651681197-5507","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Agent d'exploitation de l'Environnement-AE","https://www.emploi-collectivites.fr/grille-indiciaire-etat-agent-exploitation-environnement-ae/1/6640.htm","6","404","365","1 an","1 710,40 €","null","null","C"
"1651681143-5267","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur en chef des travaux publics de l’Etat- TPE (emploi fonctionnel)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-chef-travaux-publics-tpe-emploi-fonctionnel/1/5794.htm","2","822","674","2 ans 6 mois","3 158,38 €","A","null","null"
"1651682187-9889","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Sous-officier de l'armée de l'air","https://www.emploi-collectivites.fr/grille-indiciaire-etat-officier-armee-air/1/6071.htm","2","373","344","2 ans","1 611,99 €","null","B","null"
"1651681282-5972","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Adjoint technique territorial des établissements d'enseignement","https://www.emploi-collectivites.fr/grille-indiciaire-etat-adjoint-technique-territorial-etablissements-enseignement/1/6483.htm","7","478","415","3 ans","1 944,70 €","null","null","C"
"1651681407-6337","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Professeur des écoles","https://www.emploi-collectivites.fr/grille-indiciaire-etat-professeur-ecoles/1/5600.htm","2","513","441","1 an","2 066,54 €","A","null","null"
"1651680873-3260","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Adjoint technique du Ministère des Sports","https://www.emploi-collectivites.fr/grille-indiciaire-etat-adjoint-technique-ministere-sports/1/6658.htm","2","397","361","1 an","1 691,66 €","null","null","C"
"1651680782-2171","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Inspecteur de la justice (emploi fonctionnel)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-inspecteur-justice-emploi-fonctionnel/1/6583.htm","1","861","704","1 an 6 mois","3 298,96 €","A","null","null"
"1651681249-5863","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Conseiller d'administration de l'écologie, du développement et de l'aménagement durables (Emploi fonctionnel)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-conseiller-administration-ecologie-developpement-amenagement-durables/1/5785.htm","","HEA3","-","-","4 554,82 €","A","null","null"
"1651681112-5111","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Expert technique des services techniques","https://www.emploi-collectivites.fr/grille-indiciaire-etat-expert-technique-services-techniques/1/6552.htm","5","448","393","2 ans","1 841,61 €","null","null","C"
"1651680726-1420","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Secrétaire administratif du ministère de la justice","https://www.emploi-collectivites.fr/grille-indiciaire-etat-secretaire-administratif-ministere-justice/1/6131.htm","","","","","","null","null","null"
"1651681340-6116","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Bibliothécaire assistant spécialisé (BIBAS)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-bibliothecaire-assistant-specialise-bibas/1/5744.htm","6","573","484","3 ans","2 268,04 €","null","B","null"
"1651680771-2046","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Magistrat du tribunal administratif et cour administrative d’appel","https://www.emploi-collectivites.fr/grille-indiciaire-etat-magistrat-tribunal-administratif-cour-administrative-appel/1/6117.htm","5","HEC","-","1 an","5 267,09 €","A","null","null"
"1651682654-12887","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Directeur régional de l'Office national des forêts-ONF (Emploi fonctionnel)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-directeur-regional-office-national-forets-onf-emploi-fonctionnel/1/6357.htm","2","912","743","1 an 6 mois","3 481,72 €","A","null","null"
"1651680973-4378","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Encadrement et application de la police nationale","https://www.emploi-collectivites.fr/grille-indiciaire-etat-encadrement-application-police-nationale/1/6025.htm","4","675","562","2 ans 6 mois","2 633,55 €","null","B","null"
"1651680627-939","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Président de chambre régionale des comptes-CRC","https://www.emploi-collectivites.fr/grille-indiciaire-etat-president-chambre-regionale-comptes-crc/1/5082.htm","","HEC2","-","1 an","5 379,56 €","A","null","null"
"1651681510-6741","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Inspecteur d'académie-inspecteur pédagogique régional (IA-IPR)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-inspecteur-academie-inspecteur-pedagogique-regional-ia-ipr/1/5540.htm","","HEB3","-","1 an","4 999,99 €","A","null","null"
"1651681979-8831","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur de la monnaie de Paris (MDP) (ex Monnaies et médailles)-en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-monnaie-paris-mdp-ex-monnaies-medailles-extinction/1/5504.htm","3","966","783","5 ans","3 669,16 €","A","null","null"
"1651682541-12104","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Conseiller technique de service social des administrations de l'Etat","https://www.emploi-collectivites.fr/grille-indiciaire-etat-conseiller-technique-service-social-administrations/1/5062.htm","12","801","658","","3 083,40 €","A","null","null"
"1651681934-8602","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Personnel scientifique de laboratoire","https://www.emploi-collectivites.fr/grille-indiciaire-etat-personnel-scientifique-laboratoire/1/5320.htm","3","1027","830","-","3 889,40 €","A","null","null"
"1651682567-12362","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Adjoint technique du Ministère de l'agriculture et de l'alimentation","https://www.emploi-collectivites.fr/grille-indiciaire-etat-adjoint-technique-ministere-agriculture-alimentation/1/5374.htm","8","430","380","2 ans","1 780,69 €","null","null","C"
